Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-215,90,17,16,1,0,1,0,0,1,0,0,0,0,10,0,2
Kevin Schade,7,de GER,LW,23-130,90,20,19,1,0,0,0,4,1,0,0,0,0,15,0,0
Bryan Mbeumo,19,cm CMR,RW,25-242,90,21,18,3,1,0,0,4,1,1,1,0,0,12,0,1
Mikkel Damsgaard,24,dk DEN,AM,24-277,82,37,32,5,3,1,2,4,0,1,1,0,0,24,0,0
Mathias Jensen,8,dk DEN,AM,29-095,8,6,4,2,2,0,0,1,0,0,0,0,0,6,0,0
Yehor Yarmoliuk,18,ua UKR,DM,21-036,65,29,28,1,0,0,0,1,1,0,0,0,0,23,0,0
Vitaly Janelt,27,de GER,DM,26-331,25,11,10,0,0,0,0,0,0,0,0,0,0,9,1,0
Christian Nørgaard,6,dk DEN,DM,31-027,90,33,33,0,0,0,0,1,0,0,0,0,0,28,0,0
Keane Lewis-Potter,23,eng ENG,LB,24-043,90,36,31,4,0,0,0,3,3,1,0,0,0,27,1,1
Sepp van den Berg,4,nl NED,CB,23-107,90,40,39,1,1,0,0,0,0,0,0,0,0,33,0,1
Nathan Collins,22,ie IRL,CB,23-341,90,43,42,1,1,0,0,1,0,0,0,0,0,33,0,0
Kristoffer Ajer,20,no NOR,RB,26-354,82,31,20,11,0,0,0,1,11,0,0,0,0,20,0,2
Michael Kayode,33,it ITA,RB,20-270,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mark Flekken,1,nl NED,GK,31-297,90,50,37,12,3,0,0,0,0,0,0,0,0,32,1,0
