Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-215,90,0,0,0,1,0,1,0,1,1,0,0,0,3,3,0,100.0
Kevin Schade,7,de GER,LW,23-130,90,0,0,0,2,2,0,4,0,1,0,0,0,8,0,4,0.0
Bryan Mbeumo,19,cm CMR,RW,25-242,90,0,0,0,1,3,1,4,0,0,0,0,0,3,0,4,0.0
Mikkel Damsgaard,24,dk DEN,AM,24-277,82,0,0,0,1,0,1,4,0,2,0,0,0,4,1,1,50.0
Mathias Jensen,8,dk DEN,AM,29-095,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Yehor Yarmoliuk,18,ua UKR,DM,21-036,65,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,
Vitaly Janelt,27,de GER,DM,26-331,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Christian Nørgaard,6,dk DEN,DM,31-027,90,0,0,0,4,1,0,1,1,2,0,0,0,3,0,2,0.0
Keane Lewis-Potter,23,eng ENG,LB,24-043,90,0,0,0,0,2,0,3,2,1,0,0,0,6,0,1,0.0
Sepp van den Berg,4,nl NED,CB,23-107,90,1,0,0,2,0,0,0,0,0,0,0,0,7,1,3,25.0
Nathan Collins,22,ie IRL,CB,23-341,90,0,0,0,1,3,0,1,3,1,0,0,0,4,2,0,100.0
Kristoffer Ajer,20,no NOR,RB,26-354,82,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,100.0
Michael Kayode,33,it ITA,RB,20-270,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Mark Flekken,1,nl NED,GK,31-297,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
