Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-019,86,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-136,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Callum Hudson-Odoi,14,eng ENG,LW,24-049,86,26,26,0,0,0,0,1,0,0,0,0,0,22,0,0
Ramón Sosa,24,py PAR,LW,25-117,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Anthony Elanga,21,se SWE,RW,22-243,73,14,13,1,1,0,0,4,0,0,0,0,0,9,0,1
Morato,4,br BRA,CB,23-179,17,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Morgan Gibbs-White,10,eng ENG,"AM,RW",24-334,81,34,33,0,0,1,0,0,0,0,0,0,0,26,1,0
Jota Silva,20,pt POR,RW,25-147,9,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Elliot Anderson,8,eng ENG,"DM,CM",22-050,81,32,29,2,1,0,0,1,0,1,0,1,0,22,1,0
James Ward-Prowse,18,eng ENG,CM,30-055,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Yates,22,eng ENG,"DM,CM",27-035,90,24,23,1,0,0,0,0,0,0,0,0,0,19,0,1
Neco Williams,7,wls WAL,"LB,LM",23-257,90,24,18,6,1,0,0,0,5,0,0,0,0,19,0,0
Murillo,5,br BRA,CB,22-175,90,29,24,4,4,0,0,0,0,0,0,0,0,20,1,1
Nikola Milenković,31,rs SRB,CB,27-075,90,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0
Ola Aina,34,ng NGA,"RB,RM",28-079,90,32,24,8,1,0,0,0,7,0,0,0,0,24,0,0
Matz Sels,26,be BEL,GK,32-304,90,24,10,13,4,0,0,0,0,0,0,0,0,12,1,0
