Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,22-061,70,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Joshua Zirkzee,11,nl NED,FW,23-319,20,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Alejandro Garnacho,17,ar ARG,AM,20-279,90,25,25,0,0,0,0,1,0,0,0,0,0,21,0,1
Bruno Fernandes,8,pt POR,"AM,CM",30-210,90,51,41,9,3,3,1,7,0,5,2,1,0,40,1,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-360,70,23,23,0,0,0,0,1,0,0,0,0,0,18,0,1
Mason Mount,7,eng ENG,AM,26-086,20,8,8,0,0,0,0,1,0,0,0,0,0,8,0,0
Casemiro,18,br BRA,CM,33-042,90,39,39,0,0,1,1,1,0,0,0,0,0,28,0,1
Patrick Dorgu,13,dk DEN,WB,20-162,90,42,31,11,2,0,0,3,9,0,0,0,0,36,0,0
Diogo Dalot,20,pt POR,WB,26-019,90,48,41,7,0,1,0,4,7,0,0,0,0,41,0,0
Leny Yoro,15,fr FRA,CB,19-144,90,45,44,1,1,0,0,0,0,0,0,0,0,40,0,0
Harry Maguire,5,eng ENG,CB,32-032,57,31,30,1,1,0,0,0,0,0,0,0,0,26,0,0
Victor Lindelöf,2,se SWE,CB,30-263,33,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
Noussair Mazraoui,3,ma MAR,CB,27-143,90,47,46,1,0,0,0,0,1,0,0,0,0,41,0,1
André Onana,24,cm CMR,GK,29-004,90,33,25,8,3,0,0,0,0,0,0,0,0,22,0,0
