Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,22-061,70,13,1,3,9,1,0,13,0,0,,0,,8,24,9,0,0,1,1,1,8,3
Joshua Zirkzee,11,nl NED,FW,23-319,20,9,0,1,3,6,2,9,0,0,,0,,6,24,13,1,0,0,0,0,5,1
Alejandro Garnacho,17,ar ARG,AM,20-279,90,37,0,5,10,24,5,37,3,1,33.3,1,33.3,32,313,197,10,5,3,3,2,29,7
Bruno Fernandes,8,pt POR,"AM,CM",30-210,90,61,1,12,28,22,1,61,4,3,75.0,1,25.0,49,218,59,1,2,1,1,5,42,2
Manuel Ugarte Ribeiro,25,uy URU,CM,23-360,70,30,1,8,14,8,2,30,0,0,,0,,21,40,8,0,0,0,1,1,22,3
Mason Mount,7,eng ENG,AM,26-086,20,16,0,3,9,5,1,16,0,0,,0,,11,71,38,1,2,1,1,2,8,1
Casemiro,18,br BRA,CM,33-042,90,58,3,25,20,14,4,58,0,0,,0,,27,47,31,0,1,0,1,0,29,1
Patrick Dorgu,13,dk DEN,WB,20-162,90,52,1,15,16,21,7,52,1,0,0.0,0,0.0,26,161,83,3,2,2,3,3,30,5
Diogo Dalot,20,pt POR,WB,26-019,90,58,2,16,27,15,4,58,2,1,50.0,0,0.0,42,163,75,2,0,2,1,2,40,7
Leny Yoro,15,fr FRA,CB,19-144,90,54,8,26,23,5,0,54,1,0,0.0,1,100.0,40,157,90,1,1,0,0,2,40,0
Harry Maguire,5,eng ENG,CB,32-032,57,39,7,22,18,0,0,39,0,0,,0,,26,131,42,0,0,0,0,0,26,0
Victor Lindelöf,2,se SWE,CB,30-263,33,19,3,7,12,0,0,19,0,0,,0,,13,44,23,0,0,0,0,0,14,0
Noussair Mazraoui,3,ma MAR,CB,27-143,90,59,10,31,23,5,0,59,1,1,100.0,0,0.0,39,134,75,0,1,0,0,0,36,0
André Onana,24,cm CMR,GK,29-004,90,36,32,36,0,0,0,36,0,0,,0,,24,134,61,0,0,0,0,0,16,0
