Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jordan Ayew,18,gh GHA,FW,33-060,87,22,22,0,0,0,0,0,0,0,0,0,0,17,0,1
Odsonne Édouard,29,fr FRA,FW,26-299,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Fatawu Issahaku,7,gh GHA,"LW,RB",20-247,90,26,25,1,0,0,0,3,1,0,0,0,0,16,0,4
Facundo Buonanotte,40,ar ARG,RW,19-323,90,42,35,7,3,1,0,4,2,2,1,0,0,30,0,0
Wilfred Ndidi,6,ng NGA,LM,27-330,69,24,24,0,0,0,0,0,0,0,0,0,0,21,0,0
Bilal El Khannouss,11,ma MAR,LM,20-184,21,11,8,3,0,0,0,2,0,2,2,0,0,8,0,0
Harry Winks,8,eng ENG,CM,28-282,90,73,65,8,4,0,0,3,0,1,1,0,0,65,0,0
Boubakary Soumaré,24,fr FRA,RM,25-257,90,69,69,0,0,0,0,0,0,0,0,0,0,61,0,1
Victor Bernth Kristiansen,16,dk DEN,LB,21-330,90,49,39,8,0,0,0,2,8,0,0,0,0,39,2,0
Jannik Vestergaard,23,dk DEN,CB,32-099,90,63,63,0,0,0,0,0,0,0,0,0,0,57,0,1
Wout Faes,3,be BEL,CB,26-221,90,51,51,0,0,0,0,0,0,0,0,0,0,44,0,0
James Justin,2,eng ENG,RB,26-261,82,53,38,15,0,0,0,2,15,0,0,0,0,39,0,0
Kasey McAteer,35,ie IRL,"LW,RB",22-354,8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Mads Hermansen,30,dk DEN,GK,24-122,90,28,22,6,3,0,0,0,0,0,0,0,0,20,0,0
