Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Beto,14,gw GNB,FW,27-061,78,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Armando Broja,22,al ALB,FW,23-204,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Carlos Alcaraz,24,ar ARG,"LW,RW",22-123,77,3,1,1,1,1,1,1,100.0,0,1,0,1,1,4,2,0
Ashley Young,18,eng ENG,RW,39-267,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jack Harrison,11,eng ENG,RW,28-133,68,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,6,0
Iliman Ndiaye,10,sn SEN,LW,25-027,22,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Abdoulaye Doucouré,16,ml MLI,AM,32-091,85,5,2,3,2,0,2,4,50.0,2,3,1,2,0,5,0,0
Youssef Chermiti,17,pt POR,AM,20-313,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Garner,37,eng ENG,DM,24-020,77,1,1,0,1,0,0,2,0.0,2,0,0,0,4,5,0,0
Tim Iroegbunam,42,eng ENG,DM,21-276,13,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Idrissa Gana Gueye,27,sn SEN,DM,35-188,90,2,2,2,0,0,2,3,66.7,1,2,1,1,1,3,1,0
Vitaliy Mykolenko,19,ua UKR,LB,25-308,90,4,4,3,1,0,2,3,66.7,1,1,1,0,1,5,8,0
Jarrad Branthwaite,32,eng ENG,CB,22-279,90,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,10,0
James Tarkowski,6,eng ENG,CB,32-134,90,1,1,1,0,0,0,0,,0,3,3,0,3,4,11,0
Jake O'Brien,15,ie IRL,RB,23-322,90,1,1,0,1,0,1,1,100.0,0,3,1,2,0,1,6,0
Jordan Pickford,1,eng ENG,GK,31-026,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
