Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-081,71,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Thiago,9,br BRA,FW,23-150,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mikkel Damsgaard,24,dk DEN,LW,24-143,71,3,3,1,2,0,0,1,0.0,1,2,0,2,1,4,0,0
Kevin Schade,7,de GER,LW,22-362,19,2,1,1,1,0,0,0,,0,0,0,0,0,2,2,0
Bryan Mbeumo,19,cm CMR,RW,25-108,90,4,1,1,3,0,1,1,100.0,0,1,0,1,0,4,3,0
Vitaly Janelt,27,de GER,LM,26-197,85,2,1,2,0,0,1,1,100.0,0,3,1,2,0,2,4,0
Yehor Yarmoliuk,18,ua UKR,LM,20-267,5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Christian Nørgaard,6,dk DEN,CM,30-258,40,1,1,1,0,0,0,3,0.0,3,1,1,0,0,1,0,0
Mathias Jensen,8,dk DEN,RM,28-327,90,2,2,0,1,1,1,2,50.0,1,2,0,2,0,2,3,0
Keane Lewis-Potter,23,eng ENG,LB,23-275,90,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,2,0
Ethan Pinnock,5,jm JAM,CB,31-178,90,0,0,0,0,0,0,0,,0,3,3,0,1,1,7,0
Nathan Collins,22,ie IRL,CB,23-207,90,1,0,0,1,0,0,0,,0,3,2,1,0,1,8,0
Sepp van den Berg,4,nl NED,RB,22-339,90,1,1,0,1,0,1,3,33.3,2,2,2,0,0,1,3,0
Mark Flekken,1,nl NED,GK,31-163,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
