Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-278,58,0,0,0,0,0,2,0,0,0,0,0,0,2,1,4,20.0
Eddie Nketiah,9,eng ENG,FW,25-307,32,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,66.7
Eberechi Eze,10,eng ENG,AM,26-277,90,0,0,0,0,2,0,2,1,0,0,0,0,7,1,0,100.0
Ismaila Sarr,7,sn SEN,"AM,WB",27-036,90,0,0,0,0,1,2,3,1,1,0,0,0,1,2,0,100.0
Jefferson Lerma,8,co COL,"CM,CB",30-159,90,0,0,0,0,2,0,2,0,2,0,0,0,4,2,0,100.0
Adam Wharton,20,eng ENG,CM,20-304,85,1,0,0,1,1,0,1,1,0,0,0,0,4,0,1,0.0
Justin Devenny,55,nir NIR,CM,21-173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Tyrick Mitchell,3,eng ENG,WB,25-213,58,0,0,0,2,0,0,2,1,1,0,0,0,5,0,0,
Ben Chilwell,25,eng ENG,WB,28-102,32,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,
Daniel Muñoz,12,co COL,WB,28-311,75,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0.0
Matheus França,11,br BRA,"AM,WB",21-001,15,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Marc Guéhi,6,eng ENG,CB,24-263,90,0,0,0,1,2,0,0,1,2,0,0,0,8,2,2,50.0
Maxence Lacroix,5,fr FRA,CB,24-361,90,0,0,0,2,1,0,0,1,2,0,0,0,3,3,5,37.5
Nathaniel Clyne,17,eng ENG,CB,33-362,58,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,
Daichi Kamada,18,jp JPN,CM,28-240,32,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,
Dean Henderson,1,eng ENG,GK,28-021,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
