Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
João Pedro,9,br BRA,"FW,AM",23-163,90,27,24,1,0,0,1,1,0,0,0,0,0,16,2,2
Kaoru Mitoma,22,jp JPN,LW,27-292,85,32,31,1,0,0,0,2,1,0,0,0,0,25,0,2
Simon Adingra,11,ci CIV,LW,23-066,5,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Yankuba Minteh,17,gm GAM,RW,20-229,76,28,25,3,1,0,0,4,0,2,2,0,0,18,0,1
Solly March,7,eng ENG,RW,30-231,14,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0
Georginio Rutter,14,fr FRA,AM,22-322,76,8,8,0,0,1,0,0,0,0,0,0,0,5,0,1
Danny Welbeck,18,eng ENG,FW,34-102,14,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Yasin Ayari,26,se SWE,DM,21-153,68,24,18,6,3,0,0,2,1,1,0,0,1,22,0,0
Diego Gómez,25,py PAR,DM,21-346,22,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0
Carlos Baleba,20,cm CMR,DM,21-064,85,49,48,1,1,0,0,1,0,0,0,0,0,43,0,0
Mats Wieffer,27,nl NED,DM,25-112,5,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0
Pervis Estupiñán,30,ec ECU,LB,27-046,90,69,61,7,0,0,0,2,7,0,0,0,0,53,1,1
Adam Webster,4,eng ENG,CB,30-063,90,97,88,8,4,0,0,0,0,0,0,0,0,86,1,1
Jan Paul van Hecke,29,nl NED,CB,24-273,90,87,85,2,2,0,1,0,0,0,0,0,0,81,0,0
Jack Hinshelwood,41,eng ENG,RB,19-331,90,55,48,7,1,0,0,0,6,0,0,0,0,49,0,0
Bart Verbruggen,1,nl NED,GK,22-202,90,26,24,2,0,0,0,0,0,0,0,0,0,23,0,0
