Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
João Pedro,9,br BRA,"FW,AM",23-163,90,0,0,0,0,2,0,1,0,1,1,0,0,1,3,1,75.0
Kaoru Mitoma,22,jp JPN,LW,27-292,85,0,0,0,1,1,1,2,0,0,0,0,0,3,1,1,50.0
Simon Adingra,11,ci CIV,LW,23-066,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Yankuba Minteh,17,gm GAM,RW,20-229,76,0,0,0,0,0,1,4,2,2,0,0,0,6,1,2,33.3
Solly March,7,eng ENG,RW,30-231,14,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.0
Georginio Rutter,14,fr FRA,AM,22-322,76,0,0,0,0,3,0,0,1,1,0,0,0,5,0,0,
Danny Welbeck,18,eng ENG,FW,34-102,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Yasin Ayari,26,se SWE,DM,21-153,68,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0.0
Diego Gómez,25,py PAR,DM,21-346,22,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,50.0
Carlos Baleba,20,cm CMR,DM,21-064,85,0,0,0,2,4,0,1,1,1,0,0,0,7,2,0,100.0
Mats Wieffer,27,nl NED,DM,25-112,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Pervis Estupiñán,30,ec ECU,LB,27-046,90,0,0,0,0,0,0,2,3,2,0,0,0,5,5,3,62.5
Adam Webster,4,eng ENG,CB,30-063,90,0,0,0,1,0,0,0,3,1,0,0,0,3,3,0,100.0
Jan Paul van Hecke,29,nl NED,CB,24-273,90,0,0,0,2,1,0,0,1,1,0,0,0,5,1,1,50.0
Jack Hinshelwood,41,eng ENG,RB,19-331,90,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0.0
Bart Verbruggen,1,nl NED,GK,22-202,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
