Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Joshua Zirkzee,11,nl NED,FW,23-115,90,28,28,0,0,0,0,0,0,0,0,0,0,23,0,0
Marcus Rashford,10,eng ENG,LW,26-319,72,22,22,0,0,0,0,0,0,0,0,0,0,18,0,1
Alejandro Garnacho,17,ar ARG,LW,20-075,18,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Amad Diallo,16,ci CIV,RW,22-065,90,62,57,5,0,1,0,1,3,2,1,0,0,55,0,0
Bruno Fernandes,8,pt POR,AM,30-006,90,42,40,2,0,0,0,2,0,1,0,0,1,36,0,1
Kobbie Mainoo,37,eng ENG,DM,19-148,90,58,57,1,1,0,1,1,0,0,0,0,0,50,0,1
Christian Eriksen,14,dk DEN,DM,32-213,72,47,42,5,1,1,0,3,0,4,1,0,2,42,0,1
Manuel Ugarte Ribeiro,25,uy URU,DM,23-156,18,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Diogo Dalot,20,pt POR,"LB,RB",25-180,90,86,78,8,3,0,1,1,5,0,0,0,0,78,0,2
Lisandro Martínez,6,ar ARG,"CB,LB",26-240,76,60,57,3,1,0,0,0,0,0,0,0,0,58,0,0
Jonny Evans,35,nir NIR,LB,36-255,14,18,15,3,1,0,0,0,2,0,0,0,0,18,0,0
Matthijs de Ligt,4,nl NED,CB,25-033,86,64,62,2,1,0,0,0,0,0,0,0,0,59,0,1
Casemiro,18,br BRA,CB,32-204,4,24,24,0,0,1,1,1,0,0,0,0,0,22,0,0
Noussair Mazraoui,3,ma MAR,RB,26-305,73,50,43,7,0,2,0,0,7,0,0,0,0,43,0,1
Harry Maguire,5,eng ENG,CB,31-193,17,25,24,1,1,0,0,0,0,0,0,0,0,25,0,0
André Onana,24,cm CMR,GK,28-165,90,35,33,2,2,0,0,0,0,0,0,0,0,30,0,0
