Teamname,CoachNames,CaptainNames,Formation
Manchester City," Arne Slot,  Russell Martin,  Fabian Hürzeler,  Andoni Iraola,  Gary O'Neil,  Unai Emery,  Oliver Glasner,  Pep Guardiola,  Ange Postecoglou,  Erik ten Hag,  Kieran McKenna"," Virgil van Dijk,  Jack Stephens,  Lewis Dunk,  Neto,  Mario Lemina,  John McGinn,  Marc Guéhi,  Kevin De Bruyne,  Son Heung-min,  Bruno Fernandes,  Sam Morsy",5-4-1
