Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-034,89,10,9,1,0,0,0,0,0,0,0,0,0,7,0,0
James Mcatee,87,eng ENG,FW,21-311,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jeremy Doku,11,be BEL,LW,22-089,70,36,35,1,0,0,0,0,0,1,0,0,0,33,0,2
İlkay Gündoğan,19,de GER,DM,33-305,20,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
Sávio,26,br BRA,RW,20-136,70,56,51,5,1,0,0,6,0,4,2,0,0,45,0,1
Jack Grealish,10,eng ENG,LW,28-349,20,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
Kevin De Bruyne,17,be BEL,"CM,AM",33-057,89,104,95,8,0,2,0,7,3,4,1,1,0,86,1,3
Matheus Nunes,27,pt POR,AM,25-363,1,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0
Bernardo Silva,20,pt POR,"CM,RW",30-014,90,54,49,5,2,0,0,1,2,1,0,0,0,50,0,1
Mateo Kovačić,8,hr CRO,DM,30-110,49,32,30,2,2,0,0,0,0,0,0,0,0,29,0,0
John Stones,5,eng ENG,DM,30-088,41,22,22,0,0,0,0,0,0,0,0,0,0,20,0,1
Rico Lewis,82,eng ENG,"DM,RB",19-277,90,75,66,9,3,0,0,0,6,0,0,0,0,67,0,2
Joško Gvardiol,24,hr CRO,LB,22-214,90,99,90,8,1,0,0,0,7,0,0,0,0,92,1,1
Rúben Dias,3,pt POR,CB,27-102,90,116,113,3,2,0,1,1,0,0,0,0,0,114,0,1
Manuel Akanji,25,ch SUI,"RB,CB",29-036,90,128,125,2,0,0,1,1,2,0,0,0,0,125,1,0
Ederson,31,br BRA,GK,31-007,90,24,23,1,1,0,0,0,0,0,0,0,0,24,0,0
