Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Raúl Jiménez,7,mx MEX,FW,33-210,77,26,26,0,0,0,0,3,0,0,0,0,0,13,0,5
Rodrigo Muniz,9,br BRA,FW,23-211,13,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Reiss Nelson,19,eng ENG,LW,24-357,61,44,43,1,0,0,0,4,0,1,0,0,0,41,0,0
Harry Wilson,8,wls WAL,"RW,RM",27-254,29,17,16,1,0,0,0,1,0,1,1,0,0,11,0,0
Alex Iwobi,17,ng NGA,"RW,LW",28-212,85,36,34,2,0,2,1,1,2,0,0,0,0,27,0,3
Ryan Sessegnon,30,eng ENG,LM,24-197,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Emile Smith Rowe,32,eng ENG,AM,24-126,85,43,41,2,0,0,0,3,0,0,0,0,0,39,0,0
Timothy Castagne,21,be BEL,RB,28-362,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sander Berge,16,no NOR,"DM,CM",26-291,90,50,49,1,1,0,1,0,0,0,0,0,0,47,0,0
Saša Lukić,20,rs SRB,DM,28-110,61,41,31,10,1,0,0,10,0,9,3,4,0,30,0,2
Tom Cairney,10,sct SCO,DM,33-316,21,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
Antonee Robinson,33,us USA,LB,27-115,90,62,56,6,0,0,0,3,6,0,0,0,0,49,0,0
Calvin Bassey,3,ng NGA,CB,24-336,90,47,45,2,1,0,0,0,0,0,0,0,0,39,0,0
Issa Diop,31,fr FRA,CB,27-327,90,33,33,0,0,0,0,0,0,0,0,0,0,30,0,0
Kenny Tete,2,nl NED,"RB,CB",29-053,90,50,43,7,0,0,1,3,7,0,0,0,0,43,0,2
Bernd Leno,1,de GER,GK,32-272,90,29,22,6,2,0,0,0,0,0,0,0,0,20,1,0
