Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,24-346,90,12,10,2,0,0,0,0,0,0,0,0,0,9,0,1
Harvey Barnes,11,eng ENG,LW,26-267,60,7,6,0,0,0,0,0,0,0,0,0,0,4,1,0
Jacob Murphy,23,eng ENG,RW,29-190,30,14,14,0,0,0,0,1,0,0,0,0,0,8,0,0
Anthony Gordon,10,eng ENG,"RW,LW",23-190,89,36,26,10,2,0,0,9,1,7,5,2,0,19,0,2
Miguel Almirón,24,py PAR,LW,30-204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joelinton,7,br BRA,LM,28-018,90,26,25,1,1,1,0,1,0,0,0,0,0,21,0,0
Bruno Guimarães,39,br BRA,CM,26-290,90,24,19,5,5,0,0,0,0,0,0,0,0,18,0,2
Sean Longstaff,36,eng ENG,RM,26-307,67,26,26,0,0,0,1,0,0,0,0,0,0,20,0,1
Sandro Tonali,8,it ITA,RM,24-116,23,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Lloyd Kelly,25,eng ENG,LB,25-331,67,22,17,5,1,0,0,1,4,0,0,0,0,17,0,2
Lewis Hall,20,eng ENG,LB,19-359,23,9,5,4,1,0,0,0,3,0,0,0,0,7,0,0
Dan Burn,33,eng ENG,CB,32-115,90,22,21,1,0,0,0,0,1,0,0,0,0,18,0,0
Emil Krafth,17,se SWE,CB,30-030,90,25,25,0,0,0,0,0,0,0,0,0,0,20,0,1
Valentino Livramento,21,eng ENG,RB,21-294,90,37,29,7,0,0,0,0,7,0,0,0,0,27,1,3
Nick Pope,22,eng ENG,GK,32-135,90,31,15,16,7,0,0,0,0,0,0,0,0,14,0,0
