Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-022,75,14,14,0,0,0,0,0,0,0,0,0,0,9,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-139,15,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Ramón Sosa,24,py PAR,LW,25-120,67,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
Willy Boly,30,ci CIV,CB,33-330,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Anthony Elanga,21,se SWE,"RW,LM",22-246,90,27,21,6,3,1,0,6,0,3,3,0,0,18,0,0
Morgan Gibbs-White,10,eng ENG,"AM,RM",24-337,75,27,26,1,1,3,0,1,0,0,0,0,0,21,0,0
Jota Silva,20,pt POR,RM,25-150,15,5,4,1,0,0,0,1,0,1,0,0,0,3,0,0
Elliot Anderson,8,eng ENG,"DM,CM",22-053,81,42,42,0,0,0,0,0,0,0,0,0,0,29,0,1
James Ward-Prowse,18,eng ENG,CM,30-058,9,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0
Nicolás Domínguez,16,ar ARG,"DM,CM",26-184,90,27,25,1,0,0,0,0,0,0,0,0,0,22,1,0
Neco Williams,7,wls WAL,LB,23-260,81,41,33,7,0,0,0,0,7,0,0,0,0,21,1,2
Harry Toffolo,15,eng ENG,LB,29-132,9,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Morato,4,br BRA,CB,23-182,90,29,26,3,2,0,0,0,0,0,0,0,0,17,0,2
Nikola Milenković,31,rs SRB,CB,27-078,90,18,18,0,0,0,0,0,0,0,0,0,0,11,0,1
Ola Aina,34,ng NGA,RB,28-082,90,31,25,6,0,0,1,0,6,0,0,0,0,19,0,0
Matz Sels,26,be BEL,GK,32-307,90,32,14,18,5,0,0,0,0,0,0,0,0,19,0,0
