Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,33-022,75,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,30.0
Taiwo Awoniyi,9,ng NGA,FW,27-139,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,50.0
Ramón Sosa,24,py PAR,LW,25-120,67,0,0,0,1,3,2,0,1,0,0,0,0,3,2,0,100.0
Willy Boly,30,ci CIV,CB,33-330,23,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,33.3
Anthony Elanga,21,se SWE,"RW,LM",22-246,90,0,0,0,0,1,0,6,0,1,0,0,0,3,1,1,50.0
Morgan Gibbs-White,10,eng ENG,"AM,RM",24-337,75,0,0,0,1,1,0,1,0,0,0,0,0,5,3,4,42.9
Jota Silva,20,pt POR,RM,25-150,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Elliot Anderson,8,eng ENG,"DM,CM",22-053,81,0,0,0,0,2,0,0,3,0,0,0,0,9,2,2,50.0
James Ward-Prowse,18,eng ENG,CM,30-058,9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
Nicolás Domínguez,16,ar ARG,"DM,CM",26-184,90,0,0,0,0,1,0,0,1,4,0,0,0,3,0,3,0.0
Neco Williams,7,wls WAL,LB,23-260,81,0,0,0,1,2,0,0,2,2,0,0,0,9,4,1,80.0
Harry Toffolo,15,eng ENG,LB,29-132,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Morato,4,br BRA,CB,23-182,90,0,0,0,2,0,0,0,1,3,0,0,0,5,0,2,0.0
Nikola Milenković,31,rs SRB,CB,27-078,90,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,60.0
Ola Aina,34,ng NGA,RB,28-082,90,0,0,0,2,2,0,0,1,3,0,0,0,8,0,1,0.0
Matz Sels,26,be BEL,GK,32-307,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
