Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Marcus Rashford,9,eng ENG,FW,27-163,65,31,0,1,6,24,4,31,2,1,50.0,1,50.0,15,58,33,3,0,3,2,0,19,5
Ollie Watkins,11,eng ENG,FW,29-103,25,11,0,0,3,8,2,11,1,0,0.0,0,0.0,4,6,5,0,0,0,0,0,7,2
Jacob Ramsey,41,eng ENG,LW,23-319,65,41,0,5,7,30,4,41,1,1,100.0,0,0.0,29,145,79,1,4,1,2,1,29,6
Donyell Malen,17,nl NED,RW,26-093,25,11,1,2,1,8,2,11,0,0,,0,,7,45,28,1,0,1,0,1,10,5
Morgan Rogers,27,eng ENG,"RW,LW",22-260,84,49,1,6,14,29,7,49,6,2,33.3,3,50.0,32,205,89,3,1,2,1,4,40,12
John McGinn,7,sct SCO,LW,30-176,6,3,0,0,2,1,1,3,0,0,,0,,1,0,0,0,0,0,0,0,2,0
Marco Asensio,21,es ESP,AM,29-081,90,63,0,1,14,48,7,61,3,0,0.0,3,100.0,39,158,65,1,4,1,0,3,46,9
Youri Tielemans,8,be BEL,DM,27-340,90,99,1,15,61,25,3,99,0,0,,0,,65,281,160,2,1,0,0,0,76,1
Amadou Onana,24,be BEL,DM,23-239,88,73,3,8,44,21,2,73,0,0,,0,,47,268,207,4,4,1,1,1,56,2
Boubacar Kamara,44,fr FRA,DM,25-140,2,6,0,2,3,1,0,6,0,0,,0,,4,12,1,0,0,0,0,0,5,0
Ian Maatsen,22,nl NED,LB,23-033,90,80,2,12,30,39,7,80,0,0,,0,,40,182,102,4,2,2,1,1,53,8
Tyrone Mings,5,eng ENG,CB,32-030,90,61,9,20,38,3,1,61,0,0,,0,,44,272,194,0,0,0,0,0,44,0
Ezri Konsa,4,eng ENG,CB,27-171,90,68,8,23,40,6,2,68,0,0,,0,,44,204,148,0,3,0,0,0,47,0
Matty Cash,2,pl POL,RB,27-248,84,66,3,13,24,29,1,66,0,0,,0,,39,183,96,4,2,0,0,0,43,12
Andrés García,16,es ESP,RB,22-064,6,8,2,2,4,2,0,8,0,0,,0,,4,32,15,1,0,0,0,0,6,1
Emiliano Martínez,23,ar ARG,GK,32-222,90,28,21,26,2,0,0,28,0,0,,0,,11,81,64,0,0,0,0,0,16,0
