Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dango Ouattara,11,bf BFA,"FW,RW",22-338,90,26,4,6,7,13,1,26,1,0,0.0,1,100.0,9,57,17,0,1,0,2,0,16,7
Antoine Semenyo,24,gh GHA,LW,25-007,90,30,0,3,13,14,3,30,4,2,50.0,2,50.0,20,172,94,3,2,2,1,2,24,9
David Brooks,7,wls WAL,RW,27-190,82,25,2,4,11,10,3,25,1,0,0.0,1,100.0,11,55,22,1,0,1,1,0,17,2
Daniel Jebbison,21,ca CAN,FW,21-154,8,5,0,1,1,3,1,5,0,0,,0,,4,8,0,0,0,0,1,1,4,1
Ryan Christie,10,sct SCO,"DM,AM",29-327,90,23,1,2,19,2,0,23,1,0,0.0,1,100.0,11,73,27,1,0,0,0,0,11,0
Tyler Adams,12,us USA,DM,25-335,90,59,3,23,26,10,1,59,0,0,,0,,32,192,106,2,2,0,2,0,34,1
Lewis Cook,4,eng ENG,"RB,DM",27-346,90,42,3,14,22,7,1,42,1,1,100.0,0,0.0,16,56,30,2,0,0,0,0,15,0
Milos Kerkez,3,hu HUN,LB,21-068,90,49,2,10,29,10,0,49,2,0,0.0,0,0.0,23,125,62,2,1,0,2,1,24,0
Dean Huijsen,2,es ESP,CB,19-275,90,64,8,35,28,1,1,64,0,0,,0,,37,301,214,2,0,0,0,0,42,0
Illia Zabarnyi,27,ua UKR,CB,22-135,90,65,8,45,17,4,1,65,0,0,,0,,41,243,94,0,2,0,2,0,44,0
James Hill,23,eng ENG,RB,23-004,22,7,0,1,5,1,0,7,1,0,0.0,1,100.0,2,6,3,0,0,0,0,0,3,1
Justin Kluivert,19,nl NED,AM,25-254,68,30,0,4,12,17,7,29,4,2,50.0,1,25.0,18,145,94,4,4,3,3,0,15,3
Mark Travers,42,ie IRL,GK,25-241,90,43,38,43,0,0,0,43,0,0,,0,,28,126,56,0,0,0,0,0,23,0
