Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,21-315,77,13,1,1,5,7,1,13,0,0,,0,,6,17,4,0,0,0,4,0,11,4
Joshua Zirkzee,11,nl NED,FW,23-207,13,3,0,2,0,1,0,3,1,0,0.0,1,100.0,1,25,0,0,0,0,0,1,1,0
Mason Mount,7,eng ENG,LW,25-340,13,9,0,0,8,1,0,9,0,0,,0,,8,24,9,0,0,0,0,0,9,0
Kobbie Mainoo,37,eng ENG,CM,19-240,77,50,0,10,26,14,3,50,0,0,,0,,25,107,37,1,1,1,2,3,30,1
Amad Diallo,16,ci CIV,RW,22-157,89,50,0,7,20,25,8,50,8,5,62.5,3,37.5,31,379,219,10,4,3,2,0,33,7
Victor Lindelöf,2,se SWE,CB,30-151,1,3,2,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Diogo Dalot,20,pt POR,"LM,LW",25-272,90,50,2,17,22,11,1,50,0,0,,0,,38,162,86,2,1,0,1,1,40,5
Manuel Ugarte Ribeiro,25,uy URU,CM,23-248,90,52,3,18,23,11,0,52,1,1,100.0,0,0.0,37,189,28,0,0,0,1,0,41,0
Bruno Fernandes,8,pt POR,"LW,CM",30-098,90,63,3,10,33,20,3,62,3,0,0.0,2,66.7,35,151,82,1,0,0,2,0,38,2
Noussair Mazraoui,3,ma MAR,RM,27-031,77,75,4,26,35,15,0,75,1,1,100.0,0,0.0,44,284,144,2,2,0,1,0,48,4
Antony,21,br BRA,"RM,RW",24-295,13,10,0,4,3,3,0,10,0,0,,0,,5,39,18,1,1,0,2,1,5,0
Lisandro Martínez,6,ar ARG,"CB,LB",26-332,90,72,10,32,30,10,0,72,1,1,100.0,0,0.0,57,358,250,2,2,0,0,1,60,1
Harry Maguire,5,eng ENG,CB,31-285,90,51,5,30,21,0,0,51,0,0,,0,,27,176,70,0,0,0,0,0,28,0
Matthijs de Ligt,4,nl NED,CB,25-125,78,71,8,33,35,3,3,71,1,0,0.0,1,100.0,52,203,90,0,0,0,0,0,57,2
Leny Yoro,15,fr FRA,"CB,RB",19-032,12,7,2,7,0,0,0,7,0,0,,0,,2,7,3,0,0,0,0,0,2,0
André Onana,24,cm CMR,GK,28-257,90,38,32,37,1,0,0,38,0,0,,0,,26,102,26,0,0,0,0,0,24,0
