Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-315,77,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,50.0
Joshua Zirkzee,11,nl NED,FW,23-207,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Mason Mount,7,eng ENG,LW,25-340,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Kobbie Mainoo,37,eng ENG,CM,19-240,77,0,0,0,1,0,0,1,0,2,0,0,0,5,2,0,100.0
Amad Diallo,16,ci CIV,RW,22-157,89,0,0,0,0,1,3,1,2,1,1,0,0,5,0,1,0.0
Victor Lindelöf,2,se SWE,CB,30-151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Diogo Dalot,20,pt POR,"LM,LW",25-272,90,0,0,0,4,0,1,2,1,0,0,0,0,0,0,2,0.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-248,90,0,0,0,4,1,0,0,2,1,0,0,0,1,1,0,100.0
Bruno Fernandes,8,pt POR,"LW,CM",30-098,90,0,0,0,1,1,0,4,1,2,0,0,0,12,0,1,0.0
Noussair Mazraoui,3,ma MAR,RM,27-031,77,0,0,0,2,0,1,0,1,3,0,0,0,2,2,0,100.0
Antony,21,br BRA,"RM,RW",24-295,13,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
Lisandro Martínez,6,ar ARG,"CB,LB",26-332,90,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,
Harry Maguire,5,eng ENG,CB,31-285,90,0,0,0,0,1,0,0,5,1,0,0,0,3,2,2,50.0
Matthijs de Ligt,4,nl NED,CB,25-125,78,0,0,0,0,0,0,0,3,1,0,0,0,3,4,1,80.0
Leny Yoro,15,fr FRA,"CB,RB",19-032,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
André Onana,24,cm CMR,GK,28-257,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
