Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Mohammed Kudus,14,gh GHA,"FW,LM",24-220,90,44,0,6,21,20,4,44,5,2,40.0,2,40.0,29,248,121,5,3,2,2,2,29,3
Jarrod Bowen,20,eng ENG,"FW,RM",28-080,90,34,0,2,11,21,3,34,3,1,33.3,2,66.7,18,134,70,5,1,1,3,1,24,11
Edson Álvarez,19,mx MEX,CM,27-137,64,40,2,10,18,13,3,40,2,1,50.0,1,50.0,15,104,30,1,2,0,3,0,23,2
Carlos Soler,4,es ESP,CM,28-067,26,20,1,8,8,4,2,20,0,0,,0,,12,60,39,1,0,0,1,0,12,0
James Ward-Prowse,8,eng ENG,"CM,DM",30-129,83,79,4,20,45,14,0,79,0,0,,0,,37,160,53,0,0,0,0,1,58,0
Danny Ings,18,eng ENG,DM,32-230,7,4,0,0,1,3,1,4,0,0,,0,,3,2,2,0,0,0,1,0,3,3
Tomáš Souček,28,cz CZE,CM,30-011,64,19,2,5,9,5,1,19,0,0,,0,,6,15,7,0,0,0,0,0,11,0
Lucas Paquetá,10,br BRA,CM,27-195,26,19,0,1,16,2,0,19,1,0,0.0,0,0.0,11,58,35,0,0,0,0,0,14,0
Oliver Scarles,57,eng ENG,"WB,LB",19-088,90,63,4,19,26,18,1,63,1,0,0.0,1,100.0,30,99,60,1,5,0,1,1,41,5
Aaron Wan-Bissaka,29,eng ENG,"WB,RB",27-104,90,58,2,16,28,14,0,58,2,2,100.0,0,0.0,22,160,92,3,0,0,1,0,30,2
Aaron Cresswell,3,eng ENG,CB,35-085,68,57,2,22,28,7,0,57,0,0,,0,,18,71,25,0,0,0,0,0,34,0
Evan Ferguson,34,ie IRL,FW,20-142,22,7,0,0,2,5,2,7,1,1,100.0,0,0.0,3,13,11,0,1,0,0,0,3,1
Max Kilman,26,eng ENG,CB,27-291,90,60,6,24,33,5,0,60,0,0,,0,,29,141,73,1,1,0,1,0,40,0
Jean-Clair Todibo,25,fr FRA,CB,25-070,64,39,5,22,16,2,0,39,0,0,,0,,20,127,63,2,1,0,0,0,25,0
Konstantinos Mavropanos,15,gr GRE,CB,27-089,26,32,2,11,21,0,0,32,1,0,0.0,1,100.0,20,168,104,3,0,0,0,0,23,0
Alphonse Areola,23,fr FRA,GK,32-011,90,42,31,41,1,0,0,42,0,0,,0,,27,109,48,0,0,0,0,0,22,0
