Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-222,85,21,0,0,15,6,2,21,0,0,,0,,11,37,17,1,1,0,4,0,17,1
Gonçalo Guedes,29,pt POR,FW,27-291,5,3,0,0,0,3,0,3,0,0,,0,,3,26,6,0,0,0,0,0,3,0
Matheus Cunha,10,br BRA,"RM,FW",25-111,90,47,2,7,20,22,6,47,6,3,50.0,3,50.0,24,149,74,2,3,2,3,1,29,10
Jean-Ricner Bellegarde,27,fr FRA,LM,26-080,70,28,0,6,11,11,1,28,4,1,25.0,3,75.0,19,149,84,2,2,1,0,2,16,2
Hwang Hee-chan,11,kr KOR,LM,28-233,20,9,0,1,2,6,0,9,0,0,,0,,6,28,11,0,0,0,0,1,6,2
João Gomes,8,br BRA,CM,23-216,90,60,0,12,37,11,2,60,0,0,,0,,38,254,157,2,3,0,0,0,43,3
André,7,br BRA,CM,23-061,76,44,1,11,33,1,0,44,1,1,100.0,0,0.0,36,105,47,0,1,0,0,1,37,0
Tommy Doyle,20,eng ENG,CM,22-334,14,20,1,1,15,4,0,20,0,0,,0,,14,106,39,0,0,0,0,0,15,0
Mario Lemina,5,ga GAB,"FW,RM,LB",31-014,90,44,0,6,25,16,2,44,2,2,100.0,0,0.0,22,90,38,1,1,0,1,0,28,5
Rayan Aït-Nouri,3,dz ALG,LB,23-101,85,60,5,23,26,13,2,60,4,4,100.0,0,0.0,29,143,69,2,0,1,0,0,33,0
Carlos Forbs,26,pt POR,"RM,LB",20-180,5,11,0,1,3,7,2,11,1,1,100.0,0,0.0,9,33,16,0,1,0,1,0,9,3
Craig Dawson,15,eng ENG,CB,34-132,90,64,12,32,30,2,2,64,0,0,,0,,36,221,122,1,0,0,0,0,46,1
Yerson Mosquera,14,co COL,CB,23-136,90,71,10,38,28,6,4,71,0,0,,0,,34,100,49,0,0,0,0,0,41,0
Nélson Semedo,22,pt POR,RB,30-304,76,36,3,7,13,17,1,36,5,3,60.0,2,40.0,22,193,114,2,1,1,1,0,22,3
Matt Doherty,2,ie IRL,RB,32-243,14,14,0,2,4,8,0,14,0,0,,0,,6,15,2,0,1,0,0,1,7,1
Sam Johnstone,31,eng ENG,GK,31-174,90,50,40,50,0,0,0,50,0,0,,0,,32,155,103,0,0,0,0,0,32,0
