Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Luis Díaz,7,co COL,FW,27-358,60,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
Darwin Núñez,9,uy URU,FW,25-195,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,18,nl NED,LW,25-243,85,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0
Harvey Elliott,19,eng ENG,LW,21-276,5,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0
Mohamed Salah,11,eg EGY,RW,32-204,90,32,31,1,1,1,0,1,0,0,0,0,0,24,0,0
Curtis Jones,17,eng ENG,AM,23-341,60,30,26,4,1,0,0,0,1,0,0,0,0,27,0,0
Diogo Jota,20,pt POR,AM,28-032,30,6,5,1,0,0,0,1,0,0,0,0,0,4,0,0
Alexis Mac Allister,10,ar ARG,DM,26-012,90,50,46,4,3,0,0,1,0,1,1,0,0,41,0,1
Ryan Gravenberch,38,nl NED,DM,22-234,90,64,60,4,0,1,0,1,4,0,0,0,0,56,0,0
Andrew Robertson,26,sct SCO,LB,30-300,90,54,50,4,0,0,0,6,1,3,3,0,0,44,0,2
Virgil van Dijk,4,nl NED,CB,33-181,90,42,40,2,2,0,0,0,0,0,0,0,0,37,0,0
Ibrahima Konaté,5,fr FRA,CB,25-225,90,64,60,4,3,0,0,0,1,0,0,0,0,51,0,2
Trent Alexander-Arnold,66,eng ENG,RB,26-090,85,80,66,14,1,0,1,6,11,2,0,2,0,57,0,2
Conor Bradley,84,nir NIR,RB,21-180,5,3,1,2,2,0,0,0,0,0,0,0,0,3,0,0
Alisson,1,br BRA,GK,32-095,90,25,20,5,2,0,0,0,0,0,0,0,0,23,0,0
