Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Evanilson,9,br BRA,FW,25-027,76,13,2,2,6,5,3,13,0,0,,0,,6,29,12,1,0,1,1,1,9,1
Enes Ünal,26,tr TUR,AM,27-176,14,9,2,3,4,2,2,9,1,0,0.0,1,100.0,5,29,15,1,0,1,1,2,6,2
Marcus Tavernier,16,eng ENG,LW,25-225,89,41,1,6,15,22,0,41,2,0,0.0,2,100.0,28,119,42,1,2,0,1,1,29,4
Dean Huijsen,2,es ESP,LW,19-202,1,3,2,3,0,0,0,3,0,0,,0,,1,7,7,0,0,0,0,0,1,0
Antoine Semenyo,24,gh GHA,RW,24-300,90,52,2,6,25,25,6,52,8,6,75.0,1,12.5,39,306,189,10,4,2,3,0,40,6
Justin Kluivert,19,nl NED,AM,25-181,76,31,2,4,8,19,2,31,0,0,,0,,17,67,21,0,0,0,1,0,22,2
David Brooks,7,wls WAL,FW,27-117,14,6,1,3,2,1,1,6,1,0,0.0,0,0.0,4,30,8,1,0,1,0,0,4,1
Ryan Christie,10,sct SCO,DM,29-254,65,30,2,6,19,6,0,30,1,1,100.0,0,0.0,17,97,47,0,2,0,2,0,21,2
Tyler Adams,12,us USA,DM,25-262,25,13,1,5,7,1,0,13,0,0,,0,,3,8,1,0,0,0,0,1,2,0
Lewis Cook,4,eng ENG,DM,27-273,90,45,4,10,30,5,1,45,0,0,,0,,21,143,64,1,0,1,1,3,22,0
Milos Kerkez,3,hu HUN,LB,20-361,90,49,6,15,15,19,3,49,4,2,50.0,0,0.0,30,179,87,3,2,2,0,0,31,6
Marcos Senesi,5,ar ARG,CB,27-176,90,66,9,32,30,5,3,66,1,1,100.0,0,0.0,42,240,149,1,0,0,1,0,47,0
Illia Zabarnyi,27,ua UKR,CB,22-062,90,43,9,24,19,0,0,43,0,0,,0,,27,169,54,0,0,0,0,0,29,0
Adam Smith,15,eng ENG,RB,33-187,90,44,6,20,15,9,1,44,2,1,50.0,1,50.0,17,51,14,0,2,0,2,1,19,1
Mark Travers,42,ie IRL,GK,25-168,90,35,33,33,2,0,0,35,0,0,,0,,16,81,44,0,0,0,0,0,13,0
