Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Liam Delap,19,eng ENG,FW,21-304,80,1,0,0,4,1,0,0,0,1,0,0,0,3,6,2,75.0
Ali Al Hamadi,16,iq IRQ,FW,22-282,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0.0
Sammie Szmodics,23,ie IRL,LW,29-075,79,1,0,0,0,0,0,5,0,2,0,0,0,3,1,1,50.0
Jack Clarke,47,eng ENG,LW,24-015,11,0,0,0,1,1,0,0,0,2,0,0,0,3,0,1,0.0
Omari Hutchinson,20,eng ENG,RW,21-039,89,0,0,0,1,2,0,2,0,1,0,0,0,3,0,1,0.0
Wes Burns,7,wls WAL,RW,30-015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Conor Chaplin,10,eng ENG,AM,27-296,90,0,0,0,1,0,0,2,0,1,0,0,0,4,1,2,33.3
Jack Taylor,14,ie IRL,DM,26-168,89,0,0,0,1,2,0,0,1,0,0,0,0,9,1,0,100.0
Jens Cajuste,12,se SWE,DM,25-120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sam Morsy,5,eg EGY,DM,33-089,90,0,0,0,1,1,0,0,1,1,0,0,0,6,1,3,25.0
Leif Davis,3,eng ENG,LB,24-331,90,0,0,0,0,0,0,3,0,0,0,0,0,10,3,2,60.0
Cameron Burgess,15,au AUS,CB,29-048,90,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,66.7
Dara O'Shea,26,ie IRL,CB,25-279,90,0,0,0,0,0,0,0,1,1,0,0,0,6,7,1,87.5
Ben Johnson,18,eng ENG,RB,24-319,90,0,0,0,0,0,0,1,1,3,0,0,0,5,1,1,50.0
Arijanet Muric,1,xk KVX,GK,26-031,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
