Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Liam Delap,19,eng ENG,FW,21-304,80,36,3,5,13,19,4,36,3,2,66.7,1,33.3,23,176,45,1,2,0,8,4,31,4
Ali Al Hamadi,16,iq IRQ,FW,22-282,10,6,0,0,3,3,0,6,0,0,,0,,2,19,2,0,0,0,1,0,5,0
Sammie Szmodics,23,ie IRL,LW,29-075,79,36,4,10,12,14,3,36,2,1,50.0,1,50.0,16,117,80,4,0,1,2,2,21,3
Jack Clarke,47,eng ENG,LW,24-015,11,9,0,3,6,1,1,9,0,0,,0,,5,13,3,0,0,0,1,1,6,1
Omari Hutchinson,20,eng ENG,RW,21-039,89,22,1,6,6,11,2,22,3,1,33.3,1,33.3,15,152,56,1,2,2,2,4,14,2
Wes Burns,7,wls WAL,RW,30-015,1,4,1,1,3,0,0,4,1,0,0.0,1,100.0,2,15,1,0,0,0,0,0,1,0
Conor Chaplin,10,eng ENG,AM,27-296,90,50,2,6,26,18,4,50,1,1,100.0,0,0.0,25,110,74,2,1,0,2,2,34,4
Jack Taylor,14,ie IRL,DM,26-168,89,54,4,12,33,9,2,54,2,1,50.0,1,50.0,21,97,42,2,1,1,0,1,34,2
Jens Cajuste,12,se SWE,DM,25-120,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Sam Morsy,5,eg EGY,DM,33-089,90,54,2,20,30,6,1,54,1,0,0.0,1,100.0,22,144,82,1,0,0,2,0,33,2
Leif Davis,3,eng ENG,LB,24-331,90,49,6,24,12,14,2,49,1,0,0.0,1,100.0,10,136,113,3,1,2,1,0,17,2
Cameron Burgess,15,au AUS,CB,29-048,90,40,16,26,11,3,3,40,0,0,,0,,10,29,11,0,0,0,0,0,11,0
Dara O'Shea,26,ie IRL,CB,25-279,90,61,15,41,14,7,5,61,0,0,,0,,25,124,64,0,0,0,1,1,31,0
Ben Johnson,18,eng ENG,RB,24-319,90,62,6,29,24,9,1,62,2,2,100.0,0,0.0,20,106,40,1,0,1,2,1,23,0
Arijanet Muric,1,xk KVX,GK,26-031,90,32,26,30,2,0,0,32,0,0,,0,,12,81,15,0,0,0,0,0,4,0
