Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Armando Broja,22,al ALB,FW,23-116,31,6,0,1,2,4,3,6,0,0,,0,,2,45,37,1,1,1,0,0,4,2
Dominic Calvert-Lewin,9,eng ENG,FW,27-294,59,20,0,1,11,8,0,20,0,0,,0,,11,26,2,0,0,0,6,1,13,2
Iliman Ndiaye,10,sn SEN,"LW,LM",24-304,90,36,1,9,14,16,3,36,8,5,62.5,3,37.5,19,74,17,0,1,0,2,3,19,1
Jesper Lindstrøm,29,dk DEN,RW,24-310,45,22,1,4,7,12,2,22,3,1,33.3,2,66.7,11,71,29,1,1,0,1,0,13,1
Nathan Patterson,2,sct SCO,RB,23-080,45,38,2,11,17,11,1,38,2,2,100.0,0,0.0,13,42,33,1,1,1,2,0,14,0
Abdoulaye Doucouré,16,ml MLI,"AM,DM,CM",32-003,90,45,4,8,18,20,1,45,1,1,100.0,0,0.0,18,80,46,1,1,0,2,3,28,3
Idrissa Gana Gueye,27,sn SEN,DM,35-100,80,50,3,10,25,15,0,50,0,0,,0,,18,94,12,0,0,0,1,0,26,1
Beto,14,gw GNB,FW,26-339,10,3,0,1,1,1,0,3,4,3,75.0,0,0.0,3,28,7,0,1,0,0,1,3,1
Orel Mangala,8,be BEL,DM,26-292,45,24,0,3,13,8,0,24,0,0,,0,,7,71,34,0,0,0,0,0,14,0
Harrison Armstrong,45,eng ENG,"AM,CM",17-351,45,15,0,3,9,5,1,15,1,1,100.0,0,0.0,10,96,43,1,2,0,2,2,8,0
Vitaliy Mykolenko,19,ua UKR,LB,25-220,90,50,5,18,20,13,0,50,0,0,,0,,15,53,19,1,0,0,1,0,19,3
Jarrad Branthwaite,32,eng ENG,CB,22-191,90,47,12,27,15,6,2,47,0,0,,0,,10,48,20,0,1,0,1,0,19,0
James Tarkowski,6,eng ENG,CB,32-046,90,44,8,23,17,5,1,44,0,0,,0,,10,36,4,0,0,0,0,0,15,0
Ashley Young,18,eng ENG,"RB,RW,RM",39-179,90,55,2,12,19,24,2,55,1,0,0.0,0,0.0,20,71,27,0,1,0,1,0,27,6
Jordan Pickford,1,eng ENG,GK,30-303,90,50,33,44,6,0,0,50,0,0,,0,,26,195,108,0,0,0,0,0,15,0
