Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-247,90,17,14,3,0,0,0,0,0,0,0,0,0,11,0,1
Stephy Mavididi,10,eng ENG,LW,26-106,71,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0
Abdul Fatawu Issahaku,7,gh GHA,"FW,LW",20-190,19,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Jordan Ayew,18,gh GHA,RW,33-003,82,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
Conor Coady,4,eng ENG,CB,31-202,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Wilfred Ndidi,6,ng NGA,AM,27-273,75,28,28,0,0,1,0,0,0,0,0,0,0,20,0,1
Hamza Choudhury,17,bd BAN,"CM,AM",26-349,15,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1
Oliver Skipp,22,eng ENG,"DM,CM",23-364,90,36,36,0,0,1,0,0,0,0,0,0,0,27,0,2
Harry Winks,8,eng ENG,"DM,CM",28-225,90,34,29,5,4,0,0,2,0,1,1,0,0,26,0,2
Victor Bernth Kristiansen,16,dk DEN,LB,21-273,90,51,34,17,3,0,0,2,13,1,0,1,0,36,0,0
Caleb Okoli,5,it ITA,CB,23-063,90,31,30,1,1,0,0,0,0,0,0,0,0,26,0,0
Wout Faes,3,be BEL,CB,26-164,90,26,26,0,0,0,0,0,0,0,0,0,0,19,0,2
James Justin,2,eng ENG,RB,26-204,90,35,23,12,1,0,0,2,11,0,0,0,0,22,0,1
Mads Hermansen,30,dk DEN,GK,24-065,90,36,25,11,5,0,0,0,0,0,0,0,0,16,0,0
