Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-247,90,22,1,1,12,9,3,22,2,2,100.0,0,0.0,8,34,7,1,0,0,2,1,16,4
Stephy Mavididi,10,eng ENG,LW,26-106,71,28,1,2,15,12,3,28,2,1,50.0,1,50.0,18,146,113,2,2,0,1,3,20,4
Abdul Fatawu Issahaku,7,gh GHA,"FW,LW",20-190,19,8,0,3,4,2,0,8,2,1,50.0,1,50.0,3,22,20,0,0,0,0,1,6,1
Jordan Ayew,18,gh GHA,RW,33-003,82,37,2,6,22,10,4,37,7,4,57.1,2,28.6,21,155,57,1,1,0,5,4,23,3
Conor Coady,4,eng ENG,CB,31-202,8,8,4,8,0,0,0,8,0,0,,0,,2,7,0,0,1,1,1,0,0,0
Wilfred Ndidi,6,ng NGA,AM,27-273,75,39,2,9,22,9,2,39,2,2,100.0,0,0.0,17,176,37,1,1,0,2,4,16,1
Hamza Choudhury,17,bd BAN,"CM,AM",26-349,15,5,1,1,2,2,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Oliver Skipp,22,eng ENG,"DM,CM",23-364,90,46,2,13,25,9,0,46,3,1,33.3,2,66.7,20,121,66,2,2,0,0,3,24,1
Harry Winks,8,eng ENG,"DM,CM",28-225,90,42,4,13,26,4,0,42,0,0,,0,,14,82,14,0,0,0,1,0,23,1
Victor Bernth Kristiansen,16,dk DEN,LB,21-273,90,60,6,24,28,9,0,60,0,0,,0,,27,125,70,1,0,0,0,1,30,0
Caleb Okoli,5,it ITA,CB,23-063,90,45,8,25,19,1,1,45,0,0,,0,,23,91,43,0,0,0,0,0,22,0
Wout Faes,3,be BEL,CB,26-164,90,38,12,26,11,1,0,38,0,0,,0,,11,54,11,0,1,0,0,1,17,0
James Justin,2,eng ENG,RB,26-204,90,44,3,21,16,9,1,44,1,0,0.0,0,0.0,12,69,44,1,0,1,1,0,17,0
Mads Hermansen,30,dk DEN,GK,24-065,90,38,28,38,0,0,0,38,0,0,,0,,24,174,81,0,0,0,0,0,13,0
