Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-309,90,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0
Iliman Ndiaye,10,sn SEN,LW,24-319,80,27,27,0,0,0,0,1,0,0,0,0,0,22,0,1
Nathan Patterson,2,sct SCO,"RB,RW",23-095,10,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-325,69,32,26,6,3,0,0,11,0,3,1,2,0,23,0,1
Ashley Young,18,eng ENG,"RW,LM,LW",39-194,21,6,3,3,0,0,0,0,1,0,0,0,0,6,0,0
Abdoulaye Doucouré,16,ml MLI,"AM,RM",32-018,90,25,25,0,0,0,0,3,0,0,0,0,0,18,0,1
Idrissa Gana Gueye,27,sn SEN,"DM,CM",35-115,90,37,36,1,1,0,0,0,0,0,0,0,0,35,0,0
Orel Mangala,8,be BEL,"DM,CM",26-307,90,26,25,1,0,0,0,0,0,0,0,0,0,22,0,2
Vitaliy Mykolenko,19,ua UKR,LB,25-235,90,35,27,8,1,0,0,2,7,0,0,0,0,26,0,0
Jarrad Branthwaite,32,eng ENG,CB,22-206,90,31,29,2,2,0,1,0,0,0,0,0,0,24,0,0
James Tarkowski,6,eng ENG,CB,32-061,90,42,36,5,3,0,0,0,0,0,0,0,0,34,1,0
Jake O'Brien,15,ie IRL,RB,23-249,87,40,31,8,0,0,0,1,8,0,0,0,0,32,1,3
Michael Keane,5,eng ENG,CB,32-008,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Pickford,1,eng ENG,GK,30-318,90,39,29,10,5,0,0,0,0,0,0,0,0,29,0,0
