Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-309,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
Iliman Ndiaye,10,sn SEN,LW,24-319,80,2,1,0,1,1,1,4,25.0,3,4,0,4,1,3,0,0
Nathan Patterson,2,sct SCO,"RB,RW",23-095,10,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-325,69,5,5,3,1,1,2,8,25.0,6,3,0,3,2,7,2,0
Ashley Young,18,eng ENG,"RW,LM,LW",39-194,21,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,2,0
Abdoulaye Doucouré,16,ml MLI,"AM,RM",32-018,90,2,1,0,0,2,0,2,0.0,2,3,1,2,0,2,0,0
Idrissa Gana Gueye,27,sn SEN,"DM,CM",35-115,90,3,2,1,1,1,2,2,100.0,0,3,1,2,2,5,2,0
Orel Mangala,8,be BEL,"DM,CM",26-307,90,1,1,0,0,1,1,1,100.0,0,2,1,1,1,2,3,0
Vitaliy Mykolenko,19,ua UKR,LB,25-235,90,2,2,0,2,0,2,2,100.0,0,0,0,0,1,3,5,0
Jarrad Branthwaite,32,eng ENG,CB,22-206,90,3,3,2,1,0,2,2,100.0,0,1,0,1,3,6,6,0
James Tarkowski,6,eng ENG,CB,32-061,90,3,2,2,1,0,0,1,0.0,1,2,0,2,2,5,6,0
Jake O'Brien,15,ie IRL,RB,23-249,87,0,0,0,0,0,0,0,,0,1,1,0,0,0,9,0
Michael Keane,5,eng ENG,CB,32-008,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Pickford,1,eng ENG,GK,30-318,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
