Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Calvert-Lewin,9,eng ENG,FW,27-309,90,39,2,4,12,23,7,39,2,2,100.0,0,0.0,23,139,50,1,1,1,5,3,36,6
Iliman Ndiaye,10,sn SEN,LW,24-319,80,43,2,10,20,15,3,43,8,5,62.5,3,37.5,22,253,176,6,3,3,2,2,26,5
Nathan Patterson,2,sct SCO,"RB,RW",23-095,10,7,1,2,4,2,0,7,4,3,75.0,0,0.0,4,21,10,0,1,0,0,0,4,2
Jesper Lindstrøm,29,dk DEN,RW,24-325,69,44,3,10,13,23,2,44,4,0,0.0,3,75.0,23,119,66,4,2,2,0,1,21,5
Ashley Young,18,eng ENG,"RW,LM,LW",39-194,21,11,2,4,2,5,0,11,1,0,0.0,1,100.0,1,45,39,1,1,0,0,0,2,0
Abdoulaye Doucouré,16,ml MLI,"AM,RM",32-018,90,34,0,5,7,24,3,34,2,1,50.0,1,50.0,22,105,49,3,1,1,2,2,20,6
Idrissa Gana Gueye,27,sn SEN,"DM,CM",35-115,90,53,4,16,26,11,0,53,2,0,0.0,2,100.0,30,141,34,0,0,0,1,0,30,0
Orel Mangala,8,be BEL,"DM,CM",26-307,90,35,3,8,15,13,2,35,0,0,,0,,18,67,19,0,0,0,1,0,21,1
Vitaliy Mykolenko,19,ua UKR,LB,25-235,90,45,4,9,22,14,0,45,1,1,100.0,0,0.0,24,84,43,2,0,0,1,0,24,2
Jarrad Branthwaite,32,eng ENG,CB,22-206,90,44,6,23,20,1,0,44,0,0,,0,,22,154,86,1,1,0,0,0,24,0
James Tarkowski,6,eng ENG,CB,32-061,90,54,9,33,18,3,2,54,0,0,,0,,27,162,106,0,0,0,0,0,28,0
Jake O'Brien,15,ie IRL,RB,23-249,87,53,6,20,20,13,2,53,1,0,0.0,1,100.0,28,127,48,1,1,1,1,0,29,2
Michael Keane,5,eng ENG,CB,32-008,3,2,0,0,2,0,0,2,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0
Jordan Pickford,1,eng ENG,GK,30-318,90,42,30,41,1,0,0,42,0,0,,0,,25,129,57,0,0,0,0,0,23,0
