Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-274,83,22,21,1,0,0,0,0,0,0,0,0,0,19,0,0
Emi Buendía,10,ar ARG,AM,27-279,7,5,5,0,0,1,0,0,0,0,0,0,0,4,0,0
Jacob Ramsey,41,eng ENG,"LW,LM",23-124,90,43,43,0,0,0,0,0,0,0,0,0,0,39,0,0
Leon Bailey,31,jm JAM,RW,27-051,63,32,31,0,0,0,0,1,0,0,0,0,0,26,1,1
Jaden Philogene Bidace,19,eng ENG,"RM,RW",22-234,27,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Morgan Rogers,27,eng ENG,AM,22-065,63,19,18,1,0,0,0,0,0,0,0,0,0,16,0,0
Jáder Durán,9,co COL,FW,20-291,27,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-145,83,51,50,1,1,1,0,1,0,0,0,0,0,45,0,1
Ross Barkley,6,eng ENG,DM,30-299,7,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1
Amadou Onana,24,be BEL,"DM,CM",23-044,90,55,55,0,0,0,0,0,0,0,0,0,0,50,0,0
Lucas Digne,12,fr FRA,LB,31-071,83,50,43,7,2,0,0,2,5,0,0,0,0,43,0,3
Ian Maatsen,22,nl NED,LB,22-203,7,9,8,1,0,0,0,0,1,0,0,0,0,7,0,0
Pau Torres,14,es ESP,CB,27-257,90,77,75,2,2,1,0,0,0,0,0,0,0,68,0,0
Diego Carlos,3,br BRA,CB,31-198,90,67,63,4,3,0,0,0,0,0,0,0,0,60,0,0
Ezri Konsa,4,eng ENG,RB,26-342,90,77,69,8,2,1,0,0,6,0,0,0,0,72,0,1
Emiliano Martínez,23,ar ARG,GK,32-027,90,38,28,10,1,0,0,0,0,0,0,0,0,31,0,0
