Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Mathys Tel,11,fr FRA,FW,19-295,90,41,0,2,9,30,9,41,5,1,20.0,3,60.0,30,142,53,2,4,0,3,3,30,6
Son Heung-min,7,kr KOR,LW,32-223,86,49,1,5,11,34,7,49,3,2,66.7,1,33.3,30,180,97,3,2,2,1,1,34,12
Wilson Odobert,28,fr FRA,LW,20-080,4,4,0,0,2,3,0,4,3,2,66.7,1,33.3,2,17,4,0,1,0,0,0,1,0
Dejan Kulusevski,21,se SWE,"RW,RM",24-297,90,47,1,2,13,32,8,47,7,1,14.3,6,85.7,36,232,83,3,2,1,1,5,40,7
James Maddison,10,eng ENG,LM,28-085,63,60,1,3,32,26,3,60,2,1,50.0,1,50.0,43,223,111,2,3,1,2,2,49,2
Brennan Johnson,22,wls WAL,RW,23-269,27,10,2,3,3,5,1,10,0,0,,0,,5,83,70,2,1,0,1,1,5,1
Rodrigo Bentancur,30,uy URU,CM,27-236,77,74,3,14,45,15,2,74,1,0,0.0,1,100.0,48,248,97,2,2,0,0,0,52,2
Yves Bissouma,8,ml MLI,CM,28-170,13,9,1,3,4,2,0,9,0,0,,0,,1,1,0,0,0,0,0,0,2,0
Lucas Bergvall,15,se SWE,RM,19-014,63,49,1,3,29,18,4,49,3,1,33.3,2,66.7,33,230,86,1,4,0,1,1,35,3
Pape Matar Sarr,29,sn SEN,LM,22-155,27,20,1,3,12,6,0,20,1,1,100.0,0,0.0,7,91,71,1,1,0,0,0,10,1
Djed Spence,24,eng ENG,LB,24-191,90,83,5,15,41,27,2,83,5,3,60.0,1,20.0,60,457,310,9,10,2,1,0,60,6
Ben Davies,33,wls WAL,CB,31-298,90,89,18,35,47,7,3,89,0,0,,0,,49,181,80,0,0,0,0,0,54,0
Kevin Danso,4,at AUT,CB,26-150,77,70,7,25,41,4,2,70,0,0,,0,,52,268,106,1,0,0,0,0,53,0
Archie Gray,14,eng ENG,CB,18-341,13,2,0,2,0,0,0,2,0,0,,0,,1,3,3,0,0,0,0,0,1,0
Pedro Porro,23,es ESP,RB,25-156,90,73,3,15,28,30,2,73,3,1,33.3,2,66.7,34,126,39,0,0,0,0,1,37,4
Guglielmo Vicario,1,it ITA,GK,28-132,90,32,25,32,0,0,0,32,0,0,,0,,22,71,44,0,0,0,0,0,18,0
