Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Bruno Fernandes,8,pt POR,"FW,AM",29-351,78,45,40,5,0,0,0,5,0,3,2,0,0,32,0,2
Scott McTominay,39,sct SCO,AM,27-260,12,6,4,2,0,0,0,0,1,0,0,0,0,6,0,0
Marcus Rashford,10,eng ENG,"LW,FW",26-298,64,18,17,1,1,1,0,0,0,0,0,0,0,13,0,0
Alejandro Garnacho,17,ar ARG,LW,20-054,26,16,15,0,0,0,1,1,0,0,0,0,0,11,1,1
Amad Diallo,16,ci CIV,RW,22-044,89,45,41,2,1,0,0,2,0,1,0,0,1,33,2,2
Antony,21,br BRA,RW,24-182,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Mason Mount,7,eng ENG,AM,25-227,45,18,17,1,1,0,0,2,0,0,0,0,0,15,0,0
Joshua Zirkzee,11,nl NED,"FW,LW",23-094,45,10,9,0,0,0,0,0,0,0,0,0,0,7,1,0
Kobbie Mainoo,37,eng ENG,DM,19-127,90,45,44,1,1,0,0,0,0,0,0,0,0,41,0,2
Casemiro,18,br BRA,DM,32-183,90,54,52,1,1,1,0,0,0,0,0,0,0,44,1,0
Diogo Dalot,20,pt POR,LB,25-159,90,66,59,7,1,1,0,1,6,0,0,0,0,60,0,2
Lisandro Martínez,6,ar ARG,CB,26-219,90,73,72,1,1,1,0,0,0,0,0,0,0,70,0,1
Harry Maguire,5,eng ENG,CB,31-172,78,45,41,4,1,0,0,0,0,0,0,0,0,41,0,1
Matthijs de Ligt,4,nl NED,CB,25-012,12,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Noussair Mazraoui,3,ma MAR,RB,26-284,90,42,34,8,1,0,0,1,7,0,0,0,0,34,0,0
André Onana,24,cm CMR,GK,28-144,90,59,57,1,0,0,0,0,0,0,0,0,0,54,1,0
