Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Bruno Fernandes,8,pt POR,"FW,AM",29-351,78,0,0,0,1,1,1,5,0,0,0,0,0,3,1,0,100.0
Scott McTominay,39,sct SCO,AM,27-260,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marcus Rashford,10,eng ENG,"LW,FW",26-298,64,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,
Alejandro Garnacho,17,ar ARG,LW,20-054,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Amad Diallo,16,ci CIV,RW,22-044,89,1,0,0,3,0,1,2,0,1,0,0,0,4,0,0,
Antony,21,br BRA,RW,24-182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Mason Mount,7,eng ENG,AM,25-227,45,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,
Joshua Zirkzee,11,nl NED,"FW,LW",23-094,45,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.0
Kobbie Mainoo,37,eng ENG,DM,19-127,90,1,0,0,2,2,1,0,5,2,0,0,0,6,0,1,0.0
Casemiro,18,br BRA,DM,32-183,90,0,0,0,0,1,0,0,0,3,0,0,0,4,0,1,0.0
Diogo Dalot,20,pt POR,LB,25-159,90,0,0,0,1,1,0,1,2,2,0,0,0,12,2,2,50.0
Lisandro Martínez,6,ar ARG,CB,26-219,90,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,
Harry Maguire,5,eng ENG,CB,31-172,78,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,50.0
Matthijs de Ligt,4,nl NED,CB,25-012,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0
Noussair Mazraoui,3,ma MAR,RB,26-284,90,0,0,0,2,1,0,1,1,1,0,0,0,3,1,1,50.0
André Onana,24,cm CMR,GK,28-144,90,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
