Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Anthony Elanga,21,se SWE,"FW,RW",22-294,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Chris Wood,11,nz NZL,FW,33-070,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Elliot Anderson,8,eng ENG,"CM,DM",22-101,84,2,1,1,1,0,0,1,0.0,1,1,1,0,2,4,1,0
Jota Silva,20,pt POR,DM,25-198,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Danilo,28,br BRA,CM,23-292,62,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0
Ibrahim Sangaré,6,ci CIV,"DM,CM",27-075,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Morgan Gibbs-White,10,eng ENG,"CM,AM",25-019,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Neco Williams,7,wls WAL,"WB,LB",23-308,90,2,2,2,0,0,1,3,33.3,2,1,0,1,0,2,4,0
Ola Aina,34,ng NGA,"WB,RB",28-130,90,0,0,0,0,0,0,0,,0,5,3,2,0,0,5,0
Murillo,5,br BRA,CB,22-226,90,1,1,0,1,0,0,0,,0,1,1,0,1,2,8,0
Nikola Milenković,31,rs SRB,CB,27-126,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0
Morato,4,br BRA,CB,23-230,67,4,2,3,1,0,4,6,66.7,2,1,0,1,1,5,4,0
Callum Hudson-Odoi,14,eng ENG,LW,24-100,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matz Sels,26,be BEL,GK,32-355,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
