Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Gabriel Jesus,9,br BRA,FW,27-273,89,35,34,0,0,0,0,2,0,0,0,0,0,25,1,2
Oleksandr Zinchenko,17,ua UKR,FW,28-017,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Gabriel Martinelli,11,br BRA,LW,23-197,90,27,24,1,0,1,0,3,0,1,1,0,0,16,2,0
Ethan Nwaneri,53,eng ENG,RW,17-286,77,31,29,2,0,0,0,7,0,2,2,0,0,24,0,2
Leandro Trossard,19,be BEL,RW,30-028,13,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Mikel Merino,23,es ESP,LM,28-193,77,41,40,0,0,0,0,0,0,0,0,0,0,32,1,0
Declan Rice,41,eng ENG,LM,25-353,13,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Thomas Partey,5,gh GHA,CM,31-202,90,61,60,1,1,0,0,0,0,0,0,0,0,51,0,0
Martin Ødegaard,8,no NOR,RM,26-015,87,57,54,2,0,1,0,3,0,0,0,0,0,49,1,0
Jorginho,20,it ITA,RM,33-012,3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Riccardo Calafiori,33,it ITA,LB,22-227,77,41,39,2,1,0,0,2,1,0,0,0,0,32,0,1
Myles Lewis-Skelly,49,eng ENG,LB,18-097,13,8,3,4,0,0,0,0,4,0,0,0,0,6,1,0
Gabriel Magalhães,6,br BRA,CB,27-013,90,45,44,1,1,1,0,0,0,0,0,0,0,42,0,0
William Saliba,2,fr FRA,CB,23-283,90,67,67,0,0,0,0,0,0,0,0,0,0,62,0,0
Jurriën Timber,12,nl NED,RB,23-198,90,44,41,3,0,0,0,3,3,0,0,0,0,37,0,1
David Raya,22,es ESP,GK,29-108,90,35,27,8,2,0,0,0,0,0,0,0,0,21,0,0
