Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,25-066,69,23,0,0,10,13,5,23,1,1,100.0,0,0.0,14,42,25,1,1,0,4,2,17,4
Rodrigo Gomes,19,pt POR,WB,21-280,21,11,0,4,3,5,0,11,0,0,,0,,7,47,15,1,2,0,1,1,7,3
Jean-Ricner Bellegarde,27,fr FRA,AM,26-290,41,15,2,7,3,5,0,15,1,0,0.0,1,100.0,7,45,16,1,1,0,2,0,6,1
Pablo Sarabia,21,es ESP,AM,32-337,49,31,0,3,13,15,2,31,1,1,100.0,0,0.0,18,76,46,1,1,0,1,0,19,2
Marshall Munetsi,5,zw ZIM,"AM,CM",28-295,90,28,2,5,15,8,4,28,1,0,0.0,0,0.0,8,26,5,0,0,0,2,1,11,3
João Gomes,8,br BRA,CM,24-060,82,45,0,11,24,13,1,45,1,1,100.0,0,0.0,32,158,91,1,2,1,0,2,33,1
Hwang Hee-chan,11,kr KOR,AM,29-077,8,6,0,2,1,3,1,6,2,1,50.0,1,50.0,4,14,10,1,0,0,1,0,4,0
André,7,br BRA,CM,23-271,90,55,1,14,41,4,0,55,1,1,100.0,0,0.0,37,144,52,1,1,0,3,1,37,0
Rayan Aït-Nouri,3,dz ALG,WB,23-311,69,39,1,13,10,16,2,39,2,1,50.0,1,50.0,20,58,34,1,1,0,0,0,26,1
Matheus Cunha,10,br BRA,FW,25-321,21,19,1,1,12,8,2,19,4,3,75.0,1,25.0,12,79,46,2,1,1,1,0,12,1
Nélson Semedo,22,pt POR,WB,31-148,90,45,3,14,20,12,1,45,1,0,0.0,1,100.0,24,148,28,0,0,0,4,1,19,1
Toti Gomes,24,pt POR,CB,26-087,90,53,3,26,26,1,0,53,0,0,,0,,32,93,42,0,0,0,0,0,33,0
Emmanuel Agbadou,12,ci CIV,CB,27-300,90,63,11,41,22,1,1,63,3,1,33.3,1,33.3,37,167,80,0,0,0,0,0,39,0
Matt Doherty,2,ie IRL,CB,33-087,45,14,3,6,8,0,0,14,0,0,,0,,8,16,9,0,0,0,0,0,10,0
Santiago Bueno,4,uy URU,CB,26-155,45,21,5,11,9,1,0,21,0,0,,0,,9,46,27,0,0,0,0,0,11,0
José Sá,1,pt POR,GK,32-086,90,25,19,24,1,0,0,25,0,0,,0,,11,48,40,0,0,0,0,0,10,0
