Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,25-066,69,13,12,1,0,0,0,0,0,0,0,0,0,8,0,2
Rodrigo Gomes,19,pt POR,WB,21-280,21,7,5,2,0,0,0,0,2,0,0,0,0,6,0,0
Jean-Ricner Bellegarde,27,fr FRA,AM,26-290,41,9,7,2,1,0,0,1,0,0,0,0,0,6,0,1
Pablo Sarabia,21,es ESP,AM,32-337,49,25,22,3,2,0,0,3,0,1,1,0,0,19,0,1
Marshall Munetsi,5,zw ZIM,"AM,CM",28-295,90,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1
João Gomes,8,br BRA,CM,24-060,82,37,36,1,0,0,1,1,1,0,0,0,0,32,0,1
Hwang Hee-chan,11,kr KOR,AM,29-077,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
André,7,br BRA,CM,23-271,90,45,45,0,0,0,0,0,0,0,0,0,0,41,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-311,69,32,29,3,0,0,0,3,3,0,0,0,0,27,0,0
Matheus Cunha,10,br BRA,FW,25-321,21,14,12,2,1,0,0,1,0,0,0,0,0,11,0,1
Nélson Semedo,22,pt POR,WB,31-148,90,28,24,4,0,0,0,0,4,0,0,0,0,22,0,0
Toti Gomes,24,pt POR,CB,26-087,90,45,41,4,4,0,0,0,0,0,0,0,0,36,0,1
Emmanuel Agbadou,12,ci CIV,CB,27-300,90,49,43,6,6,1,1,0,0,0,0,0,0,42,0,0
Matt Doherty,2,ie IRL,CB,33-087,45,11,10,1,0,0,0,0,1,0,0,0,0,9,0,0
Santiago Bueno,4,uy URU,CB,26-155,45,15,14,1,0,0,0,0,1,0,0,0,0,13,0,0
José Sá,1,pt POR,GK,32-086,90,23,10,11,3,0,0,0,0,0,0,0,0,11,2,0
