Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,22-040,84,14,12,0,0,0,0,0,0,0,0,0,0,7,2,0
Chidozie Obi-Martin,56,dk DEN,FW,17-107,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Christian Eriksen,14,dk DEN,AM,33-030,68,34,29,5,1,0,0,5,0,4,2,0,0,23,0,0
Joshua Zirkzee,11,nl NED,AM,23-298,22,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Alejandro Garnacho,17,ar ARG,AM,20-258,68,17,16,1,0,0,0,0,1,0,0,0,0,14,0,1
Harry Amass,41,eng ENG,WB,18-000,22,20,12,8,0,0,0,1,8,0,0,0,0,14,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-339,68,34,34,0,0,0,0,0,0,0,0,0,0,23,0,1
Casemiro,18,br BRA,CM,33-021,22,16,16,0,0,0,2,0,0,0,0,0,0,11,0,0
Bruno Fernandes,8,pt POR,"CM,AM",30-189,90,59,56,3,2,2,0,3,0,0,0,0,0,48,0,2
Diogo Dalot,20,pt POR,WB,25-363,90,56,49,7,0,0,0,2,7,0,0,0,0,41,0,1
Noussair Mazraoui,3,ma MAR,"WB,CB",27-122,90,51,44,7,0,0,1,1,7,0,0,0,0,42,0,2
Ayden Heaven,26,eng ENG,CB,18-175,50,41,40,1,1,0,0,0,0,0,0,0,0,36,0,1
Toby Collyer,43,eng ENG,"CM,WB",21-072,40,24,22,2,0,0,0,0,2,0,0,0,0,15,0,0
Victor Lindelöf,2,se SWE,CB,30-242,90,26,26,0,0,0,0,0,0,0,0,0,0,23,0,1
Matthijs de Ligt,4,nl NED,CB,25-216,90,46,45,1,1,0,1,0,0,0,0,0,0,37,0,3
André Onana,24,cm CMR,GK,28-348,90,51,38,13,5,0,0,0,0,0,0,0,0,38,0,0
