Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,22-040,84,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,33.3
Chidozie Obi-Martin,56,dk DEN,FW,17-107,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Christian Eriksen,14,dk DEN,AM,33-030,68,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,
Joshua Zirkzee,11,nl NED,AM,23-298,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
Alejandro Garnacho,17,ar ARG,AM,20-258,68,0,0,0,0,1,2,0,0,1,0,0,0,3,0,2,0.0
Harry Amass,41,eng ENG,WB,18-000,22,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,100.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-339,68,0,0,0,1,0,0,0,2,2,0,0,0,7,4,0,100.0
Casemiro,18,br BRA,CM,33-021,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Bruno Fernandes,8,pt POR,"CM,AM",30-189,90,0,0,0,0,0,0,3,1,3,0,0,0,16,1,1,50.0
Diogo Dalot,20,pt POR,WB,25-363,90,0,0,0,1,0,0,2,0,1,0,0,0,5,4,0,100.0
Noussair Mazraoui,3,ma MAR,"WB,CB",27-122,90,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,50.0
Ayden Heaven,26,eng ENG,CB,18-175,50,0,0,0,1,2,0,0,0,2,0,0,0,2,0,1,0.0
Toby Collyer,43,eng ENG,"CM,WB",21-072,40,0,0,0,0,0,0,0,2,2,0,0,0,7,2,0,100.0
Victor Lindelöf,2,se SWE,CB,30-242,90,0,0,0,2,0,0,0,1,0,0,0,0,1,4,3,57.1
Matthijs de Ligt,4,nl NED,CB,25-216,90,0,0,0,0,1,0,0,1,1,0,0,0,0,3,4,42.9
André Onana,24,cm CMR,GK,28-348,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
