Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,22-040,84,20,0,0,15,6,4,20,0,0,,0,,13,70,57,3,1,2,2,2,19,4
Chidozie Obi-Martin,56,dk DEN,FW,17-107,6,6,1,3,2,1,0,6,1,0,0.0,1,100.0,3,20,8,0,0,0,0,0,2,1
Christian Eriksen,14,dk DEN,AM,33-030,68,43,0,5,22,16,1,43,2,0,0.0,2,100.0,24,106,82,2,1,0,1,0,27,2
Joshua Zirkzee,11,nl NED,AM,23-298,22,16,0,2,9,6,0,16,1,0,0.0,1,100.0,5,62,10,1,3,0,3,0,10,1
Alejandro Garnacho,17,ar ARG,AM,20-258,68,29,1,2,17,11,3,29,4,1,25.0,2,50.0,21,115,28,1,0,0,3,1,21,5
Harry Amass,41,eng ENG,WB,18-000,22,27,3,12,9,6,0,27,0,0,,0,,11,44,10,0,0,0,1,3,10,1
Manuel Ugarte Ribeiro,25,uy URU,CM,23-339,68,46,1,14,23,9,3,46,0,0,,0,,22,64,25,0,0,0,0,2,21,0
Casemiro,18,br BRA,CM,33-021,22,22,2,11,6,5,0,22,1,0,0.0,1,100.0,11,38,12,0,1,0,0,0,13,0
Bruno Fernandes,8,pt POR,"CM,AM",30-189,90,74,5,18,34,22,1,74,1,1,100.0,0,0.0,37,162,98,3,4,0,0,2,41,1
Diogo Dalot,20,pt POR,WB,25-363,90,67,3,26,20,21,2,67,2,2,100.0,0,0.0,39,168,121,3,1,1,3,0,39,6
Noussair Mazraoui,3,ma MAR,"WB,CB",27-122,90,63,2,23,25,15,0,63,2,0,0.0,2,100.0,32,141,69,0,1,0,1,0,36,0
Ayden Heaven,26,eng ENG,CB,18-175,50,50,15,34,16,1,0,50,2,2,100.0,0,0.0,36,226,119,1,1,0,0,0,35,0
Toby Collyer,43,eng ENG,"CM,WB",21-072,40,38,5,17,18,4,1,38,1,0,0.0,1,100.0,18,49,5,0,0,0,4,0,15,0
Victor Lindelöf,2,se SWE,CB,30-242,90,37,8,28,8,1,1,37,0,0,,0,,20,105,11,0,0,0,1,0,20,0
Matthijs de Ligt,4,nl NED,CB,25-216,90,57,12,40,18,0,0,57,0,0,,0,,35,119,12,0,0,0,1,1,39,0
André Onana,24,cm CMR,GK,28-348,90,55,48,55,0,0,0,55,0,0,,0,,33,123,67,0,0,0,0,0,32,0
