Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Paul Onuachu,32,ng NGA,FW,30-180,51,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-243,39,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
Adam Armstrong,9,eng ENG,LM,27-288,76,19,19,0,0,0,0,0,0,0,0,0,0,14,0,1
Cameron Archer,19,eng ENG,FW,23-126,14,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Adam Lallana,10,eng ENG,CM,36-198,36,24,23,1,1,0,0,1,0,0,0,0,0,20,0,0
Joe Aribo,7,ng NGA,CM,28-126,54,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0
Mateus Fernandes,18,pt POR,"CM,RM,LM",20-137,90,31,23,8,2,1,0,3,0,2,2,0,0,26,0,0
Tyler Dibling,33,eng ENG,"RM,FW",18-257,90,18,17,1,0,0,0,1,0,1,0,0,0,15,0,1
Ryan Fraser,24,sct SCO,"RB,LB",30-274,76,29,27,2,0,0,0,1,2,0,0,0,0,22,0,1
Yukinari Sugawara,16,jp JPN,RB,24-149,14,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
Jack Stephens,5,eng ENG,CB,30-302,90,42,39,3,3,0,0,0,0,0,0,0,0,33,0,1
Flynn Downes,4,eng ENG,CB,25-309,90,37,36,1,1,0,0,0,0,0,0,0,0,33,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-299,90,60,57,3,2,0,0,1,1,0,0,0,0,51,0,0
Kyle Walker-Peters,2,eng ENG,"LB,RB",27-225,90,42,34,8,0,0,0,1,8,0,0,0,0,37,0,0
Alex McCarthy,1,eng ENG,GK,34-357,90,37,29,8,0,0,0,0,0,0,0,0,0,25,0,1
