Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-281,90,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0
Jaden Philogene Bidace,19,eng ENG,"LW,RM",22-241,90,17,16,1,0,0,0,1,1,0,0,0,0,12,0,0
Leon Bailey,31,jm JAM,RW,27-058,62,21,21,0,0,0,0,2,0,0,0,0,0,17,0,0
Jáder Durán,9,co COL,FW,20-298,28,11,11,0,0,0,0,2,0,0,0,0,0,7,0,1
Morgan Rogers,27,eng ENG,"AM,LM",22-072,90,23,21,2,0,1,0,0,1,0,0,0,0,19,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-152,90,58,53,5,3,0,0,4,0,2,1,0,0,38,0,4
Ross Barkley,6,eng ENG,"DM,CM",30-306,90,44,44,0,0,0,0,0,0,0,0,0,0,35,0,0
Lucas Digne,12,fr FRA,LB,31-078,84,50,38,12,4,0,0,8,5,3,1,0,0,34,0,4
Ian Maatsen,22,nl NED,LB,22-210,6,7,4,3,1,0,0,1,1,1,1,0,0,7,0,0
Pau Torres,14,es ESP,CB,27-264,90,62,58,4,1,0,1,0,0,0,0,0,0,53,0,0
Ezri Konsa,4,eng ENG,CB,26-349,11,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Diego Carlos,3,br BRA,CB,31-205,79,49,48,1,1,0,2,0,0,0,0,0,0,45,0,0
Matty Cash,2,pl POL,RB,27-060,90,53,46,7,0,0,0,1,7,0,0,0,0,44,0,1
Emiliano Martínez,23,ar ARG,GK,32-034,90,35,32,3,1,0,0,0,0,0,0,0,0,27,0,0
