Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-281,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Jaden Philogene Bidace,19,eng ENG,"LW,RM",22-241,90,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Leon Bailey,31,jm JAM,RW,27-058,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jáder Durán,9,co COL,FW,20-298,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Morgan Rogers,27,eng ENG,"AM,LM",22-072,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Youri Tielemans,8,be BEL,"DM,CM",27-152,90,3,3,2,1,0,2,3,66.7,1,2,1,1,1,4,1,0
Ross Barkley,6,eng ENG,"DM,CM",30-306,90,2,1,0,2,0,2,3,66.7,1,0,0,0,0,2,1,0
Lucas Digne,12,fr FRA,LB,31-078,84,4,4,3,1,0,3,3,100.0,0,0,0,0,2,6,1,0
Ian Maatsen,22,nl NED,LB,22-210,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pau Torres,14,es ESP,CB,27-264,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ezri Konsa,4,eng ENG,CB,26-349,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Diego Carlos,3,br BRA,CB,31-205,79,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0
Matty Cash,2,pl POL,RB,27-060,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Emiliano Martínez,23,ar ARG,GK,32-034,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
