Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-317,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Patson Daka,20,zm ZAM,FW,26-045,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Wilfred Ndidi,6,ng NGA,FW,27-343,70,1,0,0,4,0,2,0,0,1,0,0,0,4,0,2,0.0
Jordan Ayew,18,gh GHA,FW,33-073,20,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,
Bilal El Khannouss,11,ma MAR,LM,20-197,78,0,0,0,5,0,0,1,0,1,0,0,0,2,1,1,50.0
Bobby De Cordova-Reid,14,jm JAM,RM,31-295,12,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,100.0
Harry Winks,8,eng ENG,CM,28-295,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Oliver Skipp,22,eng ENG,CM,24-068,80,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,
Boubakary Soumaré,24,fr FRA,CM,25-270,90,1,0,0,0,2,0,0,0,0,0,0,0,7,0,0,
Kasey McAteer,35,ie IRL,RM,23-001,70,0,0,0,2,1,0,1,0,0,0,0,0,4,1,0,100.0
Stephy Mavididi,10,eng ENG,"LM,RM",26-176,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Victor Bernth Kristiansen,16,dk DEN,LB,21-343,90,0,0,0,0,0,0,4,0,2,0,0,0,1,0,2,0.0
Caleb Okoli,5,it ITA,CB,23-133,90,0,0,0,0,1,0,0,1,1,0,0,0,3,2,1,66.7
Wout Faes,3,be BEL,CB,26-234,90,1,0,0,1,1,1,0,2,1,0,0,0,3,2,0,100.0
James Justin,2,eng ENG,RB,26-274,90,0,0,0,1,0,0,1,3,2,0,0,0,1,0,1,0.0
Mads Hermansen,30,dk DEN,GK,24-135,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
