Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-196,90,9,0,0,4,5,2,9,0,0,,0,,1,3,0,0,0,0,0,1,6,3
Sávio,26,br BRA,LW,20-298,90,45,2,7,10,28,4,45,1,0,0.0,1,100.0,35,249,110,3,1,1,1,1,35,9
Phil Foden,47,eng ENG,RW,24-250,71,47,0,2,19,28,0,47,1,0,0.0,1,100.0,35,236,124,4,3,0,2,1,42,1
James Mcatee,87,eng ENG,RW,22-107,19,5,0,2,2,1,0,5,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,1,0
Omar Marmoush,7,eg EGY,AM,25-361,71,37,0,3,13,21,2,37,1,0,0.0,1,100.0,24,151,92,2,3,0,1,3,27,5
Kevin De Bruyne,17,be BEL,AM,33-219,19,4,0,1,2,1,0,4,0,0,,0,,3,8,5,0,0,0,0,0,4,0
Mateo Kovačić,8,hr CRO,DM,30-272,90,72,6,15,45,13,0,72,2,0,0.0,0,0.0,50,337,133,2,2,0,2,3,56,0
Bernardo Silva,20,pt POR,DM,30-176,90,50,1,14,27,10,1,50,0,0,,0,,25,151,106,3,0,1,2,0,31,0
Joško Gvardiol,24,hr CRO,LB,23-010,90,86,6,33,36,18,3,86,1,1,100.0,0,0.0,45,152,59,0,1,0,1,1,50,5
John Stones,5,eng ENG,CB,30-250,90,78,12,33,38,7,0,78,1,1,100.0,0,0.0,55,422,217,2,2,0,0,0,61,0
Manuel Akanji,25,ch SUI,CB,29-198,90,68,3,14,35,20,1,68,0,0,,0,,51,292,157,2,3,0,0,0,56,0
Matheus Nunes,27,pt POR,RB,26-159,90,55,1,9,11,36,1,55,0,0,,0,,37,127,60,1,2,0,0,2,40,15
Stefan Ortega,18,de GER,GK,32-088,90,34,26,34,0,0,0,34,0,0,,0,,23,95,59,0,0,0,0,0,25,0
