Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Erling Haaland,9,no NOR,FW,24-196,90,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,33.3
Sávio,26,br BRA,LW,20-298,90,0,0,0,1,1,0,2,1,0,0,0,0,7,0,0,
Phil Foden,47,eng ENG,RW,24-250,71,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,
James Mcatee,87,eng ENG,RW,22-107,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Omar Marmoush,7,eg EGY,AM,25-361,71,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0.0
Kevin De Bruyne,17,be BEL,AM,33-219,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mateo Kovačić,8,hr CRO,DM,30-272,90,0,0,0,0,3,0,0,1,3,0,0,0,6,1,1,50.0
Bernardo Silva,20,pt POR,DM,30-176,90,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,
Joško Gvardiol,24,hr CRO,LB,23-010,90,0,0,0,0,0,0,1,1,1,0,0,0,7,2,0,100.0
John Stones,5,eng ENG,CB,30-250,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
Manuel Akanji,25,ch SUI,CB,29-198,90,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,100.0
Matheus Nunes,27,pt POR,RB,26-159,90,0,0,0,0,0,1,6,1,2,0,0,0,2,1,0,100.0
Stefan Ortega,18,de GER,GK,32-088,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
