Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Gabriel Jesus,9,br BRA,FW,27-234,90,26,26,0,0,0,0,0,0,0,0,0,0,22,0,0
Leandro Trossard,19,be BEL,LW,29-355,90,40,34,4,0,0,1,7,0,4,4,0,0,26,2,1
Bukayo Saka,7,eng ENG,RW,23-079,82,46,42,4,1,0,1,5,0,3,3,0,0,38,0,2
Raheem Sterling,30,eng ENG,RW,29-351,8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Mikel Merino,23,es ESP,LM,28-154,90,36,35,0,0,0,0,1,0,0,0,0,0,29,1,1
Jorginho,20,it ITA,CM,32-339,45,33,32,1,1,0,0,0,0,0,0,0,0,29,0,1
Thomas Partey,5,gh GHA,CM,31-163,45,34,34,0,0,0,0,0,0,0,0,0,0,33,0,0
Martin Ødegaard,8,no NOR,RM,25-342,82,70,67,2,0,0,0,1,1,0,0,0,0,61,1,0
Ethan Nwaneri,53,eng ENG,RM,17-247,8,12,11,1,0,0,0,1,0,1,1,0,0,12,0,0
Riccardo Calafiori,33,it ITA,LB,22-188,66,33,27,6,1,0,0,0,5,0,0,0,0,30,0,0
Oleksandr Zinchenko,17,ua UKR,LB,27-344,24,14,13,1,1,0,0,1,0,0,0,0,0,11,0,1
Gabriel Magalhães,6,br BRA,CB,26-340,90,87,82,5,2,0,1,0,0,0,0,0,0,84,0,0
William Saliba,2,fr FRA,"CB,RB",23-244,90,98,95,3,3,0,0,0,0,0,0,0,0,96,0,0
Jurriën Timber,12,nl NED,RB,23-159,87,58,48,10,1,0,0,2,9,0,0,0,0,52,0,0
Jakub Kiwior,15,pl POL,CB,24-282,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
David Raya,22,es ESP,GK,29-069,90,36,31,5,2,0,0,0,0,0,0,0,0,30,0,0
