Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Kai Havertz,29,de GER,FW,25-221,90,0,0,0,3,1,2,3,0,0,0,0,0,0,1,0,100.0
Leandro Trossard,19,be BEL,LW,30-045,90,1,0,0,1,2,1,11,1,0,0,0,0,4,0,0,
Gabriel Martinelli,11,br BRA,RW,23-214,81,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0.0
Raheem Sterling,30,eng ENG,RW,30-041,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Mikel Merino,23,es ESP,LM,28-210,90,0,0,0,2,3,0,3,3,0,0,0,0,7,5,3,62.5
Declan Rice,41,eng ENG,CM,26-004,90,0,0,0,0,1,0,8,0,2,0,0,0,1,1,2,33.3
Martin Ødegaard,8,no NOR,RM,26-032,90,0,0,0,1,0,0,11,0,0,0,0,0,3,0,1,0.0
Myles Lewis-Skelly,49,eng ENG,LB,18-114,90,0,0,0,0,4,0,0,2,2,0,0,0,8,0,1,0.0
Gabriel Magalhães,6,br BRA,CB,27-030,90,0,0,0,1,1,0,0,0,2,0,0,0,1,4,5,44.4
Jurriën Timber,12,nl NED,CB,23-215,90,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,
Thomas Partey,5,gh GHA,RB,31-219,90,0,0,0,1,2,0,1,1,0,0,0,0,6,4,0,100.0
David Raya,22,es ESP,GK,29-125,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
