Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-182,62,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Divin Mubama,67,eng ENG,FW,20-086,28,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Jeremy Doku,11,be BEL,"LW,RW",22-237,90,44,44,0,0,0,0,1,0,0,0,0,0,38,0,1
Phil Foden,47,eng ENG,RW,24-236,62,29,27,1,0,0,0,1,0,1,0,0,0,24,1,1
Jack Grealish,10,eng ENG,"LW,RW",29-131,28,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0
Kevin De Bruyne,17,be BEL,AM,33-205,62,45,40,5,0,1,1,4,0,5,1,0,0,31,0,1
James Mcatee,87,eng ENG,AM,22-093,28,19,18,1,0,0,0,1,0,1,1,0,0,15,0,0
Mateo Kovačić,8,hr CRO,DM,30-258,71,73,73,0,0,2,0,0,0,0,0,0,0,70,0,0
Rico Lewis,82,eng ENG,LB,20-059,19,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0
İlkay Gündoğan,19,de GER,DM,34-087,90,90,89,1,0,0,0,0,0,0,0,0,0,86,0,0
Joško Gvardiol,24,hr CRO,"LB,CB",22-362,90,107,100,7,2,0,0,0,5,0,0,0,0,97,0,1
Rúben Dias,3,pt POR,CB,27-250,90,92,91,1,1,0,1,0,0,0,0,0,0,85,0,1
Manuel Akanji,25,ch SUI,CB,29-184,71,68,67,1,1,0,0,0,0,0,0,0,0,67,0,0
Nico O’Reilly,75,eng ENG,DM,19-304,19,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Matheus Nunes,27,pt POR,RB,26-145,90,88,81,7,1,0,0,1,6,0,0,0,0,78,0,2
Ederson,31,br BRA,GK,31-155,90,41,39,2,0,0,0,0,0,0,0,0,0,36,0,0
