Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-307,90,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4,20.0
Alejandro Garnacho,17,ar ARG,AM,20-159,58,0,0,0,1,3,0,1,0,0,0,0,0,4,0,0,
Marcus Rashford,10,eng ENG,AM,27-037,32,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,
Bruno Fernandes,8,pt POR,AM,30-090,75,0,0,0,1,3,0,6,1,0,0,0,0,4,1,2,33.3
Mason Mount,7,eng ENG,AM,25-332,15,0,0,0,2,1,0,2,0,0,0,0,0,1,0,2,0.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-240,75,0,0,0,1,1,0,0,0,2,0,0,0,6,2,0,100.0
Joshua Zirkzee,11,nl NED,CM,23-199,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Kobbie Mainoo,37,eng ENG,CM,19-232,90,0,0,0,1,2,0,0,0,1,0,0,0,2,3,2,60.0
Diogo Dalot,20,pt POR,WB,25-264,90,0,0,0,3,0,0,9,2,2,0,0,0,7,0,0,
Amad Diallo,16,ci CIV,WB,22-149,90,0,0,0,1,1,0,0,1,1,0,0,0,2,0,1,0.0
Lisandro Martínez,6,ar ARG,CB,26-324,90,0,0,0,0,0,0,0,1,1,0,0,0,10,1,2,33.3
Matthijs de Ligt,4,nl NED,CB,25-117,65,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,100.0
Harry Maguire,5,eng ENG,CB,31-277,25,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,100.0
Leny Yoro,15,fr FRA,CB,19-024,65,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0.0
Noussair Mazraoui,3,ma MAR,CB,27-023,25,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,
André Onana,24,cm CMR,GK,28-249,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
