Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Alphonse Areola,fr FRA,31-186,45,5,2,3,60.0,1.7,4,7,57.1,13,3,38.5,35.1,6,33.3,31.8,9,1,11.1,,5.0
Łukasz Fabiański,pl POL,39-135,45,3,1,2,66.7,1.2,1,4,25.0,6,3,33.3,37.5,2,100.0,76.5,6,0,0.0,0,6.0
