Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mikel Merino,23,es ESP,"FW,LM",28-283,90,18,17,0,0,0,0,1,0,0,0,0,0,15,1,0
Gabriel Martinelli,11,br BRA,LW,23-287,90,31,30,0,0,0,0,9,0,0,0,0,0,20,1,0
Ethan Nwaneri,53,eng ENG,RW,18-011,65,28,27,1,0,0,0,2,1,0,0,0,0,27,0,0
Bukayo Saka,7,eng ENG,RW,23-208,25,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
Declan Rice,41,eng ENG,"LM,CM",26-077,90,45,40,4,2,0,0,3,0,2,2,0,0,37,1,0
Thomas Partey,5,gh GHA,"CM,RB",31-292,90,63,58,4,1,0,0,1,3,0,0,0,0,53,1,1
Martin Ødegaard,8,no NOR,RM,26-105,90,43,35,7,2,1,0,5,0,3,3,0,0,31,1,1
Myles Lewis-Skelly,49,eng ENG,LB,18-187,90,63,54,9,2,0,0,2,7,0,0,0,0,57,0,0
Gabriel Magalhães,6,br BRA,CB,27-103,15,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Jakub Kiwior,15,pl POL,CB,25-045,75,44,43,1,1,0,0,0,0,0,0,0,0,41,0,1
William Saliba,2,fr FRA,CB,24-008,90,72,72,0,0,0,1,0,0,0,0,0,0,70,0,0
Jurriën Timber,12,nl NED,RB,23-288,76,52,50,2,0,0,0,1,2,0,0,0,0,47,0,0
Leandro Trossard,19,be BEL,FW,30-118,14,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
David Raya,22,es ESP,GK,29-198,90,43,37,6,2,0,0,0,0,0,0,0,0,33,0,0
