Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kamaldeen Sulemana,20,gh GHA,"FW,AM",23-000,84,1,1,1,0,0,0,0,,0,2,0,2,0,1,1,0
Cameron Archer,19,eng ENG,AM,23-209,6,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Paul Onuachu,32,ng NGA,FW,30-263,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Mateus Fernandes,18,pt POR,"AM,CM",20-220,90,4,2,2,1,1,3,3,100.0,0,0,0,0,0,4,0,0
Joe Aribo,7,ng NGA,"CM,CB",28-209,84,6,6,2,3,1,3,5,60.0,2,0,0,0,0,6,1,0
Ryan Manning,3,ie IRL,CB,28-246,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
William Smallbone,8,ie IRL,CM,24-360,55,3,2,1,1,1,1,2,50.0,1,0,0,0,1,4,1,0
Tyler Dibling,33,eng ENG,AM,18-340,35,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Welington,34,br BRA,WB,23-362,45,3,1,1,1,1,2,2,100.0,0,2,1,1,0,3,4,0
Yukinari Sugawara,16,jp JPN,WB,24-232,45,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,3,0
Kyle Walker-Peters,2,eng ENG,WB,27-308,90,2,1,1,1,0,2,3,66.7,1,3,2,1,1,3,5,0
Nathan Wood-Gordon,15,eng ENG,CB,22-260,45,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-326,45,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Jan Bednarek,35,pl POL,CB,28-309,90,3,2,2,1,0,2,2,100.0,0,2,0,2,8,11,11,0
James Bree,14,eng ENG,CB,27-127,90,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,1,0
Aaron Ramsdale,30,eng ENG,GK,26-277,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
