Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Kamaldeen Sulemana,20,gh GHA,"FW,AM",23-000,84,43,0,4,15,25,7,43,4,3,75.0,1,25.0,23,173,93,4,3,2,3,1,32,10
Cameron Archer,19,eng ENG,AM,23-209,6,8,0,4,1,3,1,8,1,0,0.0,1,100.0,7,27,9,0,1,0,0,1,4,1
Paul Onuachu,32,ng NGA,FW,30-263,90,42,2,4,18,20,6,42,4,0,0.0,4,100.0,18,71,22,1,1,1,3,1,33,4
Mateus Fernandes,18,pt POR,"AM,CM",20-220,90,44,2,11,17,19,0,44,4,3,75.0,1,25.0,17,259,187,5,4,0,1,2,24,3
Joe Aribo,7,ng NGA,"CM,CB",28-209,84,50,2,17,23,11,2,50,2,2,100.0,0,0.0,29,109,59,2,2,1,1,0,35,2
Ryan Manning,3,ie IRL,CB,28-246,6,7,0,2,3,2,0,7,0,0,,0,,3,5,1,0,0,0,0,0,3,0
William Smallbone,8,ie IRL,CM,24-360,55,44,0,8,26,11,0,44,0,0,,0,,18,81,33,1,1,0,1,0,23,0
Tyler Dibling,33,eng ENG,AM,18-340,35,13,0,0,6,8,1,13,2,2,100.0,0,0.0,6,62,41,2,1,1,1,0,9,0
Welington,34,br BRA,WB,23-362,45,23,3,11,8,6,1,23,1,1,100.0,0,0.0,5,40,28,0,0,0,2,0,9,0
Yukinari Sugawara,16,jp JPN,WB,24-232,45,34,4,9,9,16,1,34,0,0,,0,,13,41,18,2,0,1,2,0,18,2
Kyle Walker-Peters,2,eng ENG,WB,27-308,90,55,7,23,16,17,2,55,3,3,100.0,0,0.0,21,129,74,2,2,1,1,2,29,6
Nathan Wood-Gordon,15,eng ENG,CB,22-260,45,23,1,10,13,0,0,23,0,0,,0,,10,45,25,0,0,0,0,0,14,0
Lesley Ugochukwu,26,fr FRA,CM,20-326,45,31,2,5,12,14,3,31,1,1,100.0,0,0.0,14,91,60,2,0,2,0,0,23,2
Jan Bednarek,35,pl POL,CB,28-309,90,59,9,33,26,0,0,59,0,0,,0,,15,53,10,0,1,0,1,1,15,0
James Bree,14,eng ENG,CB,27-127,90,39,1,9,18,13,0,39,0,0,,0,,10,60,20,0,1,0,0,1,21,2
Aaron Ramsdale,30,eng ENG,GK,26-277,90,41,31,41,0,0,0,41,0,0,,0,,17,88,31,0,0,0,0,0,26,0
