Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Leandro Trossard,19,be BEL,FW,29-334,70,34,1,8,15,13,5,34,2,0,0.0,2,100.0,20,115,58,2,2,0,4,1,19,4
Gabriel Jesus,9,br BRA,"FW,LW",27-213,20,19,0,2,3,14,1,19,1,0,0.0,1,100.0,12,69,35,1,1,1,0,2,16,5
Kai Havertz,29,de GER,FW,25-144,90,29,2,7,10,12,2,29,0,0,,0,,17,84,16,0,2,0,2,1,22,4
Gabriel Martinelli,11,br BRA,LM,23-137,60,30,0,2,8,21,5,30,7,1,14.3,4,57.1,18,184,73,3,4,1,1,1,22,9
Ethan Nwaneri,53,eng ENG,"LM,RW",17-226,30,8,0,0,4,4,0,8,0,0,,0,,7,58,24,1,1,0,0,1,8,1
Mikel Merino,23,es ESP,CM,28-133,60,29,3,4,15,10,1,29,0,0,,0,,14,71,31,0,0,0,0,0,18,4
Oleksandr Zinchenko,17,ua UKR,"CM,LM",27-323,30,38,1,3,26,9,1,38,0,0,,0,,26,141,88,0,0,0,1,0,29,1
Declan Rice,41,eng ENG,CM,25-293,90,76,3,13,38,25,3,76,1,0,0.0,1,100.0,32,203,87,1,0,1,0,1,46,4
Bukayo Saka,7,eng ENG,RM,23-058,90,47,1,4,10,33,5,47,4,0,0.0,2,50.0,36,222,100,3,1,2,1,4,40,18
Jurriën Timber,12,nl NED,LB,23-138,70,46,2,8,23,15,2,46,1,1,100.0,0,0.0,27,124,71,2,0,0,1,2,31,3
Ben White,4,eng ENG,"LB,CB",27-025,20,35,0,5,12,18,1,35,0,0,,0,,17,64,46,2,2,0,1,0,26,2
Gabriel Magalhães,6,br BRA,CB,26-319,90,76,8,26,39,12,1,76,0,0,,0,,44,199,126,0,2,0,0,0,59,0
William Saliba,2,fr FRA,CB,23-223,90,75,3,31,40,4,1,75,0,0,,0,,34,169,71,0,1,0,1,0,47,0
Thomas Partey,5,gh GHA,RB,31-142,85,78,1,14,44,22,1,78,1,1,100.0,0,0.0,39,183,100,0,1,0,1,0,54,0
Jorginho,20,it ITA,CM,32-318,5,7,0,2,4,1,0,7,0,0,,0,,4,29,27,0,0,0,0,0,5,0
David Raya,22,es ESP,GK,29-048,90,32,20,30,2,0,0,32,0,0,,0,,25,121,69,0,0,0,0,0,18,0
