Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Alisson,br BRA,32-003,78,4,,4,,1.0,1,8,12.5,37,9,18.9,24.5,3,33.3,29.0,6,,,1,14.0
Vitezslav Jaros,cz CZE,23-074,12,1,0,1,100.0,0.0,5,7,71.4,7,2,85.7,50.9,1,100.0,59.0,2,0,0.0,0,11.0
