Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Diogo Jota,20,pt POR,FW,27-306,90,0,0,0,3,3,0,1,1,0,0,0,0,1,3,5,37.5
Cody Gakpo,18,nl NED,LW,25-151,90,1,0,0,1,1,0,2,3,2,0,0,0,9,2,0,100.0
Mohamed Salah,11,eg EGY,RW,32-112,72,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Luis Díaz,7,co COL,RW,27-266,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Curtis Jones,17,eng ENG,"AM,DM",23-249,88,0,0,0,3,1,0,0,0,0,0,0,0,4,3,0,100.0
Wataru Endo,3,jp JPN,DM,31-239,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Alexis Mac Allister,10,ar ARG,DM,25-286,45,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,100.0
Dominik Szoboszlai,8,hu HUN,AM,23-346,45,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,50.0
Ryan Gravenberch,38,nl NED,DM,22-142,90,0,0,0,1,0,0,0,2,0,0,0,0,3,2,0,100.0
Kostas Tsimikas,21,gr GRE,LB,28-146,78,0,0,0,2,1,0,5,1,0,0,0,0,4,1,0,100.0
Andrew Robertson,26,sct SCO,LB,30-208,12,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
Virgil van Dijk,4,nl NED,CB,33-089,90,0,0,0,0,0,0,0,3,0,0,0,0,5,8,1,88.9
Ibrahima Konaté,5,fr FRA,CB,25-133,90,0,0,0,2,0,0,0,0,2,0,0,0,1,3,0,100.0
Trent Alexander-Arnold,66,eng ENG,RB,25-364,90,0,0,0,1,0,0,5,1,2,0,0,0,4,1,0,100.0
Alisson,1,br BRA,GK,32-003,78,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Vitezslav Jaros,56,cz CZE,GK,23-074,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
