Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Diogo Jota,20,pt POR,FW,27-306,90,26,26,0,0,0,0,1,0,0,0,0,0,16,0,2
Cody Gakpo,18,nl NED,LW,25-151,90,48,47,1,0,0,1,2,0,1,0,0,0,38,0,2
Mohamed Salah,11,eg EGY,RW,32-112,72,23,23,0,0,0,1,1,0,0,0,0,0,19,0,1
Luis Díaz,7,co COL,RW,27-266,18,10,10,0,0,0,0,1,0,0,0,0,0,7,0,1
Curtis Jones,17,eng ENG,"AM,DM",23-249,88,48,47,1,0,0,0,0,1,0,0,0,0,47,0,0
Wataru Endo,3,jp JPN,DM,31-239,2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Alexis Mac Allister,10,ar ARG,DM,25-286,45,23,23,0,0,0,1,0,0,0,0,0,0,19,0,0
Dominik Szoboszlai,8,hu HUN,AM,23-346,45,32,30,2,1,0,0,0,0,0,0,0,0,25,0,2
Ryan Gravenberch,38,nl NED,DM,22-142,90,79,79,0,0,1,0,0,0,0,0,0,0,73,0,0
Kostas Tsimikas,21,gr GRE,LB,28-146,78,88,72,16,1,1,1,5,11,4,4,0,0,77,0,1
Andrew Robertson,26,sct SCO,LB,30-208,12,13,12,1,0,0,0,1,1,0,0,0,0,8,0,1
Virgil van Dijk,4,nl NED,CB,33-089,90,112,107,5,2,0,1,0,0,0,0,0,0,101,0,2
Ibrahima Konaté,5,fr FRA,CB,25-133,90,60,58,2,2,0,1,0,0,0,0,0,0,58,0,0
Trent Alexander-Arnold,66,eng ENG,RB,25-364,90,75,62,13,1,1,0,5,9,3,3,0,0,53,0,0
Alisson,1,br BRA,GK,32-003,78,40,36,4,1,0,0,0,0,0,0,0,0,32,0,0
Vitezslav Jaros,56,cz CZE,GK,23-074,12,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
