Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-344,90,0,0,0,3,0,0,0,0,0,0,0,0,3,1,7,12.5
Hwang Hee-chan,11,kr KOR,AM,28-355,45,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,
Matheus Cunha,10,br BRA,AM,25-233,45,0,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0.0
Gonçalo Guedes,29,pt POR,AM,28-047,68,0,0,0,0,3,0,1,1,0,0,0,0,6,0,0,
Jean-Ricner Bellegarde,27,fr FRA,"AM,CM",26-202,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
João Gomes,8,br BRA,CM,23-338,85,0,0,0,0,2,0,1,3,0,0,0,0,9,0,0,
Tommy Doyle,20,eng ENG,CM,23-090,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
André,7,br BRA,CM,23-183,85,0,0,0,2,1,0,0,2,1,0,0,0,4,0,1,0.0
Pablo Sarabia,21,es ESP,AM,32-249,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Rayan Aït-Nouri,3,dz ALG,WB,23-223,90,0,0,0,2,0,0,2,0,1,0,0,0,6,3,2,60.0
Rodrigo Gomes,19,pt POR,WB,21-192,68,0,0,0,1,0,0,2,0,2,0,0,0,3,0,4,0.0
Nélson Semedo,22,pt POR,WB,31-060,22,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,
Emmanuel Agbadou,12,ci CIV,CB,27-212,90,1,0,0,0,0,1,0,1,1,0,0,0,5,0,1,0.0
Santiago Bueno,4,uy URU,CB,26-067,90,0,0,0,3,0,0,0,1,3,0,0,0,0,0,2,0.0
Matt Doherty,2,ie IRL,CB,32-365,90,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0
José Sá,1,pt POR,GK,31-364,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
